DATA|LINEA|VARIANTE|CORSA|BUS|ORA_PARTENZA|ORA_ARRIVO|SALITA|ABBONAMENTO|ACQUISTO_BORDO|ACQUISTO_TERRA|CARTA_SCALARE|CHIP_ON_PAPER|MOBILE_TICKETING|PRESTAMPATO
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401630004|1992|06:30:00|07:15:00|Tezze (Via M.Vecchio 16)|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910004|1450|07:23:00|07:40:00|Agnedo|9|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910004|1450|07:23:00|07:40:00|Agnedo (Via per Ospedaletto)|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910004|1450|07:23:00|07:40:00|Agnedo (Via x Ospedaletto 8)|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910004|1450|07:23:00|07:40:00|Castelnuovo|2|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910004|1450|07:23:00|07:40:00|Ospedaletto|12|2|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|Belvedere di Grigno|5|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|Castelnuovo|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|Grigno|3|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|Grigno (Segheria)|3|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|Martincelli|4|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|TEZZE DI GRIGNO|3|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401910204|1622|06:55:00|07:35:00|Tezze (Via M.Vecchio 16)|5|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401950005|1992|13:30:00|14:15:00|Castelnuovo|3|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401950005|1992|13:30:00|14:15:00|Grigno|1|1|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401950005|1992|13:30:00|14:15:00|Grigno (Segheria)|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Primolano - Tezze - Borgo|B401950005|1992|13:30:00|14:15:00|Ospedaletto|2|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500460115|1663|09:20:00|10:11:00|BORGO VALSUGANA|8|0|0|1|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500480113|1705|14:30:00|15:05:00|BORGO VALSUGANA|12|1|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500500410|1993|16:10:00|16:59:00|LEVICO TERME|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500500410|1993|16:10:00|16:59:00|TRENTO|9|1|0|1|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500520114|1694|18:20:00|19:11:00|BORGO VALSUGANA|3|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Agnedo|6|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Belvedere di Grigno|2|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|BORGO VALSUGANA|6|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Castelnuovo|6|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Grigno|2|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|LEVICO T. (Cimitero)|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|LEVICO TERME|1|0|0|0|0|0|0
