DATA|LINEA|VARIANTE|CORSA|BUS|ORA_PARTENZA|ORA_ARRIVO|SALITA|ABBONAMENTO|ACQUISTO_BORDO|ACQUISTO_TERRA|CARTA_SCALARE|CHIP_ON_PAPER|MOBILE_TICKETING|PRESTAMPATO
08-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Feltre - Trento|B5008501|1663|17:00:00|17:16:00|FELTRE (Staz. FS)|14|0|0|0|0|0|0
08-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500460115|1705|09:20:00|10:11:00|BORGO VALSUGANA|2|0|0|2|0|0|0
08-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B500520114|1694|18:20:00|19:11:00|BORGO VALSUGANA|9|4|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B1014709|1411|17:00:00|19:02:00|CAVALESE|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B1014709|1411|17:00:00|19:02:00|Cavalese (Ospedale)|0|0|0|1|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B1014709|1411|17:00:00|19:02:00|CEMBRA|2|2|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B1014709|1411|17:00:00|19:02:00|Faver (Ufficio Postale)|2|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B1014709|1411|17:00:00|19:02:00|GRUMES|2|2|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B1014709|1411|17:00:00|19:02:00|VERLA|0|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|CAPRIANA|0|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|Capriana (Loc. Miravalle)|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|CAVALESE|0|2|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|CEMBRA|6|2|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|Ceola|0|0|0|1|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|Ceola di Giovo|0|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|FAVER|3|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|Faver (Ufficio Postale)|2|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|Lisignago|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|Valda|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Cavalese -Cembra -Trento|B102070013|1474|12:25:00|14:24:00|VERLA|5|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|CEMBRA|2|2|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|Fadana|2|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|FAVER|0|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|GRUMES|0|2|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|LAVIS|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|Lisignago|0|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|Mosana|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Grauno - Trento|B101370108|3621|08:36:00|09:47:00|VERLA|4|3|0|2|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento -Cembra -Cavalese|B101420404|1411|12:20:00|14:20:00|CAPRIANA|0|0|0|1|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento -Cembra -Cavalese|B101420404|1411|12:20:00|14:20:00|LAVIS|1|3|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento -Cembra -Cavalese|B101420404|1411|12:20:00|14:20:00|LAVIS (Via Cembra 16)|2|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento -Cembra -Cavalese|B101420404|1411|12:20:00|14:20:00|TRENTO|4|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento -Cembra -Cavalese|B101420404|1411|12:20:00|14:20:00|Valda|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|Gardolo|0|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|LAVIS|2|0|0|1|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|LAVIS (Via Cembra 16)|1|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|Molina/Stram. Bv|1|1|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|TRENTO|16|5|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|Trento (Bren Center)|4|0|0|0|0|0|0
08-10-2017|Cavalese - Capriana - Cembra - Trento                                                               |Trento-Cembra-Cavalese|B101520209|1474|17:20:00|19:19:00|Valda|1|1|0|0|0|0|0
08-10-2017|Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento                                                      |Ora-gna - Trento|B1012501|1462|08:55:00|09:52:00|Ora - Auer (SOLO BUS)|0|1|0|0|0|0|0
08-10-2017|Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento                                                      |Ora-gna - Trento|B1012501|1462|08:55:00|09:52:00|Salorno - Salurn (SOLO BUS)|0|2|0|0|0|0|0
08-10-2017|Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento                                                      |Ora-gna - Trento|B1012501|1462|08:55:00|09:52:00|S.Michele a/Adige|3|0|0|1|0|0|0
08-10-2017|Cavalese-Ora-Egna-Salorno-S.Michele a/A-Trento                                                      |Trento-Egna-Ora FS|B10172|1462|07:55:00|08:52:00|TRENTO|2|0|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Cles - Bresimo - Lanza|B605300302|3589|09:40:00|10:40:00|CLES|0|2|0|1|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Cles - Bresimo - Lanza|B605300302|3589|09:40:00|10:40:00|LIVO|1|0|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Cles - Bresimo - Lanza|B605380108|3589|16:20:00|17:15:00|Scanna|2|0|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Cles - Livo - Lanza|B605440006|3589|18:37:00|19:11:00|CLES|0|2|0|1|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605370004|3589|08:10:00|08:44:00|LIVO|0|1|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605370004|3589|08:10:00|08:44:00|Marcena|1|0|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605370004|3589|08:10:00|08:44:00|MIONE/Marcena|0|2|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605370004|3589|08:10:00|08:44:00|Mocenigo/Scassio|0|1|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605370004|3589|08:10:00|08:44:00|Preghena|0|1|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605390105|3589|13:10:00|14:04:00|Preghena nord|1|0|0|0|0|0|0
08-10-2017|Cles - Livo - Lanza di Rumo                                                                         |Lanza di Rumo - Cles|B605390105|3589|13:10:00|14:04:00|Scanna|1|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Cles - Revò - Fondo|B601340013|1461|09:40:00|10:25:00|CLES|2|2|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Cles - Revò - Fondo|B601440007|1456|17:40:00|18:15:00|CLES|4|2|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Cles - Revò - Fondo|B601440007|1456|17:40:00|18:15:00|Revo'|0|1|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Cles - Revò - Fondo|B601440007|1456|17:40:00|18:15:00|Romallo|1|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Cles - Revò - Fondo|B601480105|1456|19:52:00|20:37:00|CLES|3|0|0|1|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601390011|1461|07:45:00|08:32:00|Brez|0|1|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601390011|1461|07:45:00|08:32:00|Romallo Nord|1|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601450013|1461|13:22:00|14:09:00|Cagno'|0|1|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601450013|1461|13:22:00|14:09:00|Castelfondo/Dovena|1|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601450013|1461|13:22:00|14:09:00|Cloz|0|2|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601450013|1461|13:22:00|14:09:00|Romallo|0|1|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601450013|1461|13:22:00|14:09:00|Romallo Nord|2|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601490011|1456|18:20:00|19:07:00|Brez|0|2|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601490011|1456|18:20:00|19:07:00|Castelfondo/Dovena|2|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601490011|1456|18:20:00|19:07:00|Cloz|0|1|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601490011|1456|18:20:00|19:07:00|FONDO|0|2|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601490011|1456|18:20:00|19:07:00|FONDO (Via Garibaldi)|2|0|0|0|0|0|0
08-10-2017|Cles - Revò - Castelfondo - Fondo                                                                   |Fondo - Revò - Cles|B601490011|1456|18:20:00|19:07:00|Revo'|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Passo Mendola|B601160212|1461|18:25:00|19:28:00|Cavareno/Don/Amblar|0|4|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Passo Mendola|B601160212|1461|18:25:00|19:28:00|CLES|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Passo Mendola|B601160212|1461|18:25:00|19:28:00|DERMULO|5|2|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Passo Mendola|B601160212|1461|18:25:00|19:28:00|FONDO (Via Garibaldi)|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Passo Mendola|B601160212|1461|18:25:00|19:28:00|Malgolo|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Salter - Fondo|B601040207|1456|09:10:00|09:54:00|DERMULO|0|0|0|1|0|0|1
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Salter - Fondo|B601120205|1400|14:45:00|15:28:00|CLES|3|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Cles - Salter - Fondo|B601120205|1400|14:45:00|15:28:00|DERMULO|3|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Dermulo - Salter - Fondo|B601180012|1400|19:35:00|20:24:00|DERMULO|2|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo|B601170015|1400|17:20:00|17:54:00|Cavareno|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo|B601170015|1400|17:20:00|17:54:00|Cavareno/Don/Amblar|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo|B601170015|1400|17:20:00|17:54:00|FONDO|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo|B601170015|1400|17:20:00|17:54:00|Malgolo|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo|B601170015|1400|17:20:00|17:54:00|ROMENO (Via S.Romedio)|2|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo|B601170015|1400|17:20:00|17:54:00|Sanzeno/Banco/Casez|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo - Cles|B601070209|1456|08:10:00|08:49:00|Cavareno|2|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo - Cles|B601070209|1456|08:10:00|08:49:00|Cavareno/Don/Amblar|0|2|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo - Cles|B601070209|1456|08:10:00|08:49:00|ROMENO|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Dermulo - Cles|B601070209|1456|08:10:00|08:49:00|Sanzeno/Banco/Casez|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Salter - Dermulo|B601130013|1400|12:55:00|13:28:00|FONDO (Via Garibaldi)|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo - Salter - Dermulo|B601130013|1400|12:55:00|13:28:00|Sanzeno/Banco/Casez|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Fondo -Malosco -Mendola|B601060205|1456|13:05:00|13:28:00|Malosco|0|1|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Mendola - Salter - Cles|B601150107|1456|13:36:00|14:44:00|Malgolo|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Mendola - Salter - Cles|B601150107|1456|13:36:00|14:44:00|PASSO MENDOLA|0|2|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Mendola - Salter - Cles|B601150107|1456|13:36:00|14:44:00|ROMENO (Caseificio)|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Mendola - Salter - Cles|B601150107|1456|13:36:00|14:44:00|Salter (Nord)|1|0|0|0|0|0|0
08-10-2017|Cles -Dermulo -Dambel -Don -Fondo -P.Mendola                                                        |Mendola - Salter - Cles|B601150107|1456|13:36:00|14:44:00|Sarnonico Via C.Battisti 3|1|0|0|0|0|0|0
08-10-2017|FERROVIA FS VERONA - BRENNERO                                                                       |VERONA - BOLZANO FS|75110977||14:10:00|15:11:00|TRENTO FS|0|1|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione / via Cesari|RF1207|368|20:02:00|20:30:00|Nomi|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1251|368|08:05:00|08:34:00|CORSO ROSMINI monumento|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1251|368|08:05:00|08:34:00|VIA DRIOPOZZO bivio Solatrix|1|0|0|1|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|CORSO ROSMINI monumento|0|0|0|0|0|0|2
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|LIZZANA Cristo.|2|0|0|1|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|MARCO centro.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|MARCO chiesa.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|MARCO Nord.|2|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|MARCO via Pinera.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|VIA BENACENSE parco Ferrari.|0|0|0|0|0|0|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Brione/Villa L./Nomi|RF1255|368|16:58:00|17:44:00|VIA BENACENSE scuole Dante.|0|0|0|0|0|0|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|LIZZANELLA SS.12.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|MARCO centro.|0|0|0|0|0|0|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|MARCO Nord.|9|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|MARCO Parco ex De Bellat|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|MORI piazzale Kennedy.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|MORI STAZ. v.Stazione.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|PIAZZALE ORSI stazione fs.|0|0|0|0|0|0|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|TIERNO via Cooperazione.|1|0|0|0|0|0|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|VIA BENACENSE parco Ferrari.|3|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1252|368|10:10:00|11:14:00|VIA BENACENSE scuole Dante.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|CORSO BETTINI liceo|1|0|0|0|0|0|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|LIZZANA sc.medie.|0|0|0|0|0|0|2
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|MARCO Nord.|6|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|MARCO via Pinera.|5|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|MOLINA.|0|0|0|0|0|2|1
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|Mori|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|MORI piazzale Kennedy.|1|0|0|0|0|0|0
08-10-2017|I-01 MARCO - LIZZANA - BETTINI - POMAROLO                                                           |1 - Marco/Brione/Nomi|RF1253|368|12:30:00|13:34:00|PIAZZALE ORSI stazione fs.|1|0|0|0|0|0|2
