NOME;TIPO;STRADA;KM;INDIRIZZO;LOCALITA;SERVIZI DISPONIBILI;CODICE ISTAT LOCALITA;LINK PORTALE
ESSO;;---;1,0;VIALE VERONA 21;TRENTO;;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ESSO;;SS 45bis  Km 141+190;4,0;VIA NAZIONALE SS 45BIS KM. 141+190;VALLELAGHI;autoshop/officina/;022248;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;SS 45bis  Km 132+698;4,2;PIETRAMURATA VIALE DAINO 34;DRO;autoshop/officina/;022079;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SS 237  Km 80+258;5,0;VIA III NOVEMBRE 98;BONDO;officina/;;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;Benzina super senza piombo/Gasolio tradizionale/;SP 67  Km 9+920;2,5;FRAZIONE TERMON;CAMPODENNO;bar-ristorante/parcheggio/;022037;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SP 79  Km ;10,0;LOCALITA' LAUSEN;CANAL SAN BOVO;bar/lavaggio/;022038;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SS 42  Km 177+578;0,5;CIRCONVALLAZIONE DI MALE';CROVIANA;bar/;022068;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio tradizionale/;SP 64  Km 9+050;7,5;VIA TRENTO 14;FAI DELLA PAGANELLA;bar/lavaggio/officina/;022081;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SS 47  Km 73+450;?;LOC. PIANELLO;GRIGNO;bar/;022095;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SS 47  Km 122+600;3,3;LOC. CIRE';PERGINE VALSUGANA;albergo/bar/bar-ristorante/parcheggio/;022139;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;Benzina super senza piombo/Gasolio tradizionale/;---;3,0;VIA BRIGATA ABRUZZI 12;PIEVE TESINO;bar/;022142;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;Benzina super senza piombo/Gasolio tradizionale/;SS 48  Km 50+500;5,9;STRAUDON DE FASCIA 26;SORAGA - SORAGA;lavaggio/officina/;022176;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;---;0,5;VIA PETRARCA 1;TRENTO;lavaggio/;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio tradizionale//;SS 237  Km 82+100;1,0;FRAZIONE BREGUZZO;SELLA GIUDICARIE;;022246;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
PVB;Benzina super senza piombo/Gasolio tradizionale/;S.S 12,  Km. 338+080;0,5;S.S. 12  KM 338+080;ALA;lavaggio/officina/;022001;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;SS 47  Km 93+800;1,0;VARIANTE DI BORGO VALSUGANA;CASTELNUOVO;autoshop/bar/parcheggio/;022049;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;Benzina super senza piombo/Gasolio tradizionale/;SP 79  Km 14+500;2,0;LOCALITA' FIGLIEZZI;CASTELLO TESINO;autoshop/bar/;022048;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GIGA FUEL;;SP 20  Km ;2,0;VIA MOLINI 9;NOGAREDO;bar/bar-ristorante/;022127;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;;SP 87 Km 3+950;;FRAZ. CELLEDIZZO;PEIO;;022136;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SP 8  Km 0+400;1,0;VIA SPOLVERINE 54;PERGINE VALSUGANA;autoshop/officina/;022139;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;SS 612  Km 14+700;8,0;FRAZIONE CEMBRA - VIALE IV NOVEMBRE 63;CEMBRA LISIGNAGO;officina/;022241;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;Benzina super senza piombo/Gasolio tradizionale/;SS 45bis  Km 116+483;0,4;VIA S. CATERINA 86;ARCO;lavaggio/;022006;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;;SP 1  Km ;0,5;CORSO ALPINI 20;CALCERANICA AL LAGO;bar/;022032;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio tradizionale/Gpl/;SS 47  Km 94+614;2,0;LOCALITA' SPAGOLLE DIREZIONE BASSANO - TRENTO;CASTELNUOVO;autoshop/bar/;022049;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;;SS 620 Km 20+764;1,0;VIA S. TOMMASO 61;DAIANO;bar/;022070;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;;SS 47  Km 118+310;0,3;VIA AL LAGO 27;PERGINE VALSUGANA;autoshop/;022139;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;Benzina super senza piombo/Gasolio ad alte prestazioni/Gasolio tradizionale/;SS 47  Km 101+435;4,5;FRAZ. MARTER;RONCEGNO TERME;;022156;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GNP;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio tradizionale/;SP 41 ;3,0;STRADA DEL TESINO 10;VILLA AGNEDO;autoshop/autoshop/autoshop/autoshop/bar/bar/bar/bar/bar-ristorante/bar-ristorante/bar-ristorante/bar-ristorante/officina/officina/officina/officina/;;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
LORO;;SS 47  Km 93+400;5,5;LOCALITA' SPAGOLLE VARIANTE DI BORGO LATO SINISTRO;CASTELNUOVO;autoshop/bar/;022049;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
NO LOGO;;SP 1  Km 6+480;0,3;VIALE TRENTO 5;CALDONAZZO;autoshop/bar/officina/parcheggio/;022034;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ESSO;;SS 43  Km 11+274;1,0;FRAZIONE TAIO - VIA THOMAS A. EDISON 46;PREDAIA;autoshop/lavaggio/officina/;022230;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;;---;2,0;VIALE CAPRONI 5;ROVERETO;;022161;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;;SP 2  Km ;4,0;NORIGLIO VIA DEI COLLI 53;ROVERETO;officina/;022161;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;SS 240  Km 29+050;4,9;MOLINA - VIA MAFFEI;LEDRO;autoshop/officina/;022229;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;;SS 239  Km 46+574;2,0;VIA CIRCONVALLAZIONE 2;TIONE DI TRENTO;autoshop/officina/;022199;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;SP 87 Km 4+760;6,0;FRAZ. CELLEDIZZO VIA RIVA 32;PEIO;autoshop/noleggio/officina/;022136;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
AGIP;Benzina super senza piombo/Gasolio ad alte prestazioni/Gasolio tradizionale/;---;2,0;Frazione CHIARANO - VIA DEGASPERI 59;ARCO;autoshop/;022006;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;---;2,5;FRAZIONE DAONE - VIA DELLA VALLE 6;VALDAONE;autoshop/officina/;022232;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IES;;---;3,0;LOC. GIONGHI 116;LAVARONE;;022102;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
H6;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio tradizionale/;SP 23  Km ;2,0;MORI STAZIONE VIA PER MARCO;ROVERETO;parcheggio/;022161;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
SHELL;;SS 43  Km 4+450;1,0;VIA MARCONI;CLES;autoshop/bar/lavaggio/;022062;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
PVB;Benzina super senza piombo/Gasolio tradizionale/;SP 84 km. 9+300;4,0;VIA DEGASPERI;CAVEDINE;lavaggio/;022053;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;;SS 42  Km 203+500;5,0;VIA LIBERTA';BREZ;;022027;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;Benzina super senza piombo/Gasolio tradizionale/;SS 42  Km 172+53;2,0;FRAZIONE MASTELLINA;COMMEZZADURA;autoshop/bar/;022064;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;;SP 7  Km 2+850;4,0;FRAZIONE COREDO LOCALITA' CARES - VIA TRENTO 42;PREDAIA;bar/lavaggio/;022230;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;Benzina super senza piombo/Gasolio tradizionale/;SP 6  Km ;7,0;LOCALITA' MARCENA - VIA MARCENA 33;RUMO;;022163;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;;SS 43  Km 4+290;5,0;VIA MENDOLA;SANZENO;autoshop/bar/;022169;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;;SP 41  Km 1+315;3,0;VIA DELLA PALANCA 20;SCURELLE;officina/;022171;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
REPSOL;;---;0,3;VIALE VERONA 196;TRENTO;autoshop/bar/lavaggio/;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ENI;;SP 45  Km 0+467;3,0;LOC. CORNALE';ISERA;autoshop/officina/;022098;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
SMP;;SP 31  Km 2+250;3,0;VIA NALE;TELVE;lavaggio/officina/;022188;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;---;0,5;VIA CLEMENTI 47;LAVIS;autoshop/officina/;022103;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ESSO;;---;0,2;VIA PINZOLO 24;TIONE DI TRENTO;autoshop/lavaggio/officina/;022199;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
SMP;;SS 43  Km 29+143;1,5;FRAZ. GRUMO - VIA TONALE 121;SAN MICHELE ALL'ADIGE;bar/parcheggio/;022167;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;;SS 43  Km 25+900;0,2;VIA CAVALLEGGERI;MEZZOLOMBARDO;autoshop/;022117;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio ad alte prestazioni/Gasolio tradizionale/;SS 240  Km 14+121;0,5;FRAZIONE TORBOLE - VIA MATTEOTTI 84;NAGO-TORBOLE;autoshop/bar/lavaggio/parcheggio/;022124;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
SHELL;;A22 km. 159+707;30,0;AREA NOGAREDO EST;NOGAREDO;autoshop/lavaggio/officina/parcheggio/;022127;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
SHELL;;A22 km. 159+690;30,0;AREA NOGAREDO OVEST;NOGAREDO;autoshop/lavaggio/parcheggio/;022127;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;;SS 48  Km 36+653;0,5;VIA FIAMME GIALLE 24;PREDAZZO;bar/lavaggio/parcheggio/;022147;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;;SS 12  Km 353+230;0,8;VIA ABETONE 26;ROVERETO;autoshop/bar/officina/parcheggio/;022161;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
Q8;Benzina super senza piombo/Gasolio tradizionale/;---;0,5;VIA BRESCIA 27;TRENTO;lavaggio/officina/parcheggio/;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;SS 42  Km 197+370;5,0;S.S. 42 KM. 197+370;REVO';cambio gomme/;022152;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ESSO;;SS 349  Km 29+936;1,0;FRAZ. CHIESA VIA TRIESTE 18;LAVARONE;autoshop/;022102;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;Benzina super senza piombo/Gasolio tradizionale/Gpl/;SS 48  Km 21+730;1,0;LOCALITA' CASTELLO;CASTELLO-MOLINA DI FIEMME;autoshop/parcheggio/;022047;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SS 239  Km 31+360;1,1;VIALE DOLOMITI 14;GIUSTINO;autoshop/officina/;022093;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TAMOIL;;SP 6  Km 1+765;7,0;STRADA PROVINCIALE PER RUMO;LIVO;;022106;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ENI;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio ad alte prestazioni/Gasolio tradizionale/Gpl/;S.P. 90  Km. 18+510;4,0;;ALDENO;lavaggio/;022003;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ENI;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio ad alte prestazioni/Gasolio tradizionale/Gpl/;SS 42  Km 176+851;2,0;LOCALITA' PRESSON;DIMARO FOLGARIDA;autoshop/bar/lavaggio/parcheggio/;022233;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ENI;Benzina super senza piombo/Gasolio tradizionale/Gpl/Metano/;SS 47  Km 98+900;2,0;;RONCEGNO TERME;bar/bar-ristorante/lavaggio/parcheggio/;022156;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
ENI;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio ad alte prestazioni/Gasolio tradizionale/Gpl/;SS 240  Km 1+090;2,0;VIA DEL GARDA 69;ROVERETO;autoshop/;022161;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
AGIP;Benzina super senza piombo/Benzina super senza piombo a 98 ottani/Gasolio ad alte prestazioni/Gasolio tradizionale/Gpl/Metano/;SP 235  Km 1;1,5;LOCALITA' CAMPOTRENTINO STRADA DELL'INTERPORTO;TRENTO;bar/officina/parcheggio/;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;SP 90 km 4+430;1,0;VIA DEGASPERI 5;AVIO;bar/parcheggio/;022007;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;SS 48  Km 22+192;1,5;VIA NAZIONALE 5;CARANO;lavaggio/;022041;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;Benzina super senza piombo/Gasolio ad alte prestazioni/Gasolio tradizionale/;SS 237  Km 92+651;7,0;FRAZIONE BLEGGIO INFERIORE - PONTE ARCHE;COMANO TERME;albergo/bar-ristorante/;022228;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;SS 47  Km 117+870;1,0;LOC. CANALE;PERGINE VALSUGANA;lavaggio/officina/parcheggio/;022139;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;---;1,0;VIA CANELLA 23;RIVA DEL GARDA;autoshop/officina/;022153;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;---;0,5;VIA BENACENSE 39;ROVERETO;autoshop/bar/parcheggio/;022161;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;SS 12  Km 0;0,1;VIA BRENNERO 304;TRENTO;lavaggio/;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;Benzina super senza piombo/Gasolio tradizionale/;SS 349  Km 12+385;6,0;Frazione VIGOLO VATTARO;VIGOLO VATTARO;lavaggio/;;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
SMP;Benzina super senza piombo/Gasolio tradizionale/;SP 84  Km ;6,0;FRAZIONE LASINO - VIALE SAN PIETRO 5;MADRUZZO;albergo/bar/bar-ristorante/;022243;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
TOTAL;;---;0,5;VIA TRENTO 12;TIONE DI TRENTO;autoshop/officina/;022199;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;SS 42  Km 164+926;1,0;VIA NAZIONALE 8;PELLIZZANO;;022137;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
GALOIL;;SS 50  Km 69+520;2,0;VIA ROMA;MEZZANO;lavaggio/;022115;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;Benzina super senza piombo/Gasolio tradizionale/Gpl/;S.S. 48 DELLE DOLOMITI - km 41+060;;LOCALITA' MEZZAVALLE;PREDAZZO;;022147;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;;S.S. 240 LOPPIO E VAL DI LEDRO;;VIA DEL GARDA 103;MORI;;022123;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;;;;FRAZIONE GARDOLO - VIA ALTO ADIGE 5;TRENTO;;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
IP;;S.P. 235 DELL'INTERPORTO;;LOC. SPINI DI GARDOLO - INTERPORTO;TRENTO;;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;Benzina super senza piombo/Gasolio tradizionale/;ex S.S. 47 DELLA VALSUGANA ;;LOCALITA' PIAZZINA ;TRENTO;;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;;;;Porto San Nicolò - Viale Rovereto ;RIVA DEL GARDA;;022153;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
 ;Benzina bio/Benzina super senza piombo/Gasolio ad alte prestazioni/;;;Via Lidorno, 3 - Mattarello;TRENTO;;022205;https://carburanti.mise.gov.it/OssPrezziSearch/ricerca
