tripId,delay
0003146872019091220200610,1.0
0003164722019091220200610,0.0
0003164732019091220200610,0.0
0003164742019091220200610,0.0
0003164752019091220200610,0.0
0003164762019091220200610,0.0
0003164772019091220200610,0.0
0003158062019091220200610,0.0
0003164852019091220200610,0.0
0003164862019091220200610,0.0
0003164872019091220200610,0.0
0003164882019091220200610,0.0
0003164892019091220200610,0.0
0003164902019091220200610,0.0
0003151392019091220200610,0.0
0003151402019091220200610,0.0
0003151412019091220200610,0.0
0003151422019091220200610,0.0
0003151432019091220200610,0.0
0003151442019091220200610,0.0
0003158022019091220200610,0.0
0003145792019091220200610,0.0
0003145812019091220200610,0.0
0003145822019091220200610,0.0
0003145962019091220200610,0.0
0003146742019091220200610,0.0
0003145982019091220200610,0.0
0003145992019091220200610,-2.0
0003144562019091220200610,0.0
0003144572019091220200610,0.0
0003144582019091220200610,0.0
0003144592019091220200610,0.0
0003144602019091220200610,0.0
0003144612019091220200610,0.0
0003144622019091220200610,0.0
0003163102019091220200610,0.0
0003163002019091220200610,6.0
0003150072019091220200610,5.0
0003163012019091220200610,2.0
0003163262019091220200610,4.0
0003150232019091220200610,0.0
0003163462019091220200610,0.0
0003149932019091220200610,0.0
0003163112019091220200610,0.0
0003150082019091220200610,0.0
0003163272019091220200610,0.0
0003150242019091220200610,0.0
0003163472019091220200610,0.0
0003149942019091220200610,0.0
0003163122019091220200610,0.0
0003150092019091220200610,0.0
0003163282019091220200610,0.0
0003150252019091220200610,0.0
0003163482019091220200610,0.0
0003149952019091220200610,0.0
0003163132019091220200610,0.0
0003150102019091220200610,0.0
0003163292019091220200610,0.0
0003150262019091220200610,0.0
0003163492019091220200610,0.0
0003149962019091220200610,0.0
0003163142019091220200610,0.0
0003150112019091220200610,0.0
0003163302019091220200610,0.0
0003150272019091220200610,0.0
0003163032019091220200610,0.0
0003163062019091220200610,0.0
0003150502019091220200610,0.0
0003145212019091220200610,0.0
0003145232019091220200610,0.0
0003155862019091220200610,3.0
0003153592019091220200610,0.0
0003153602019091220200610,0.0
0003153612019091220200610,0.0
0003153622019091220200610,0.0
0003153632019091220200610,0.0
0003153642019091220200610,0.0
0003153652019091220200610,0.0
0003145682019091220200610,0.0
0003145602019091220200610,4.0
0003145612019091220200610,0.0
0003145622019091220200610,0.0
0003145632019091220200610,0.0
0003145642019091220200610,0.0
0003145652019091220200610,0.0
0003145662019091220200610,0.0
0003145672019091220200610,0.0
0003154872019091220200610,0.0
0003154882019091220200610,0.0
0003147852019091220200610,0.0
0003154942019091220200610,0.0
0003177492019091220200610,0.0
0003177522019091220200610,0.0
0003176312019091220200610,0.0
0003184852019091220200610,0.0
0003177312019091220200610,0.0
0003150822019091220200610,0.0
0003150882019091220200610,0.0
0003150722019091220200610,0.0
0003150762019091220200610,0.0
0003150832019091220200610,0.0
0003154452019091220200610,0.0
0003150732019091220200610,0.0
0003150772019091220200610,0.0
0003150842019091220200610,0.0
0003150892019091220200610,0.0
0003150742019091220200610,0.0
0003150782019091220200610,0.0
0003150852019091220200610,0.0
0003180212019091220200610,7.0
0003179622019091220200610,0.0
0003179192019091220200610,7.0
0003178972019091220200610,0.0
0003179462019091220200610,0.0
0003180002019091220200610,0.0
0003184862019091220200610,0.0
0003179212019091220200610,0.0
0003179802019091220200610,0.0
0003179012019091220200610,0.0
0003180292019091220200610,0.0
0003179472019091220200610,0.0
0003184972019091220200610,0.0
0003179642019091220200610,0.0
0003179222019091220200610,0.0
0003179022019091220200610,0.0
0003179482019091220200610,0.0
0003180022019091220200610,0.0
0003179652019091220200610,0.0
0003182342019091220200610,1.0
0003181952019091220200610,0.0
0003182142019091220200610,0.0
0003185032019091220200610,0.0
0003181962019091220200610,0.0
0003182162019091220200610,0.0
0003182362019091220200610,0.0
0003181532019091220200610,4.0
0003184712019091220200610,0.0
0003179092019091220200610,8.0
0003181422019091220200610,0.0
0003182222019091220200610,0.0
0003179702019091220200610,0.0
0003181212019091220200610,0.0
0003179862019091220200610,0.0
0003182442019091220200610,0.0
0003181402019091220200610,0.0
0003179532019091220200610,0.0
0003184962019091220200610,0.0
0003182072019091220200610,0.0
0003181252019091220200610,0.0
0003182242019091220200610,0.0
0003179122019091220200610,0.0
0003179542019091220200610,0.0
0003181432019091220200610,0.0
0003180132019091220200610,0.0
0003185052019091220200610,0.0
0003179722019091220200610,0.0
0003179342019091220200610,0.0
0003181222019091220200610,0.0
0003179132019091220200610,0.0
0003182062019091220200610,0.0
0003179552019091220200610,0.0
0003181442019091220200610,0.0
0003180142019091220200610,0.0
0003154762019091220200610,0.0
0003180222019091220200610,8.0
0003144752019091220200610,4.0
0003144762019091220200610,6.0
0003157722019091220200610,8.0
0003146862019091220200610,3.0
0003157902019091220200610,0.0
0003157912019091220200610,0.0
0003157942019091220200610,0.0
0003157922019091220200610,0.0
0003157952019091220200610,0.0
0003157932019091220200610,0.0
0003157962019091220200610,0.0
0003155842019091220200610,4.0
0003151752019091220200610,-1.0
0003151642019091220200610,-3.0
0003151762019091220200610,-4.0
0003151652019091220200610,7.0
0003151772019091220200610,3.0
0003151662019091220200610,-1.0
0003151782019091220200610,6.0
0003151672019091220200610,6.0
0003151792019091220200610,1.0
0003151682019091220200610,3.0
0003151802019091220200610,-2.0
0003151692019091220200610,0.0
0003151812019091220200610,0.0
0003178742019091220200610,1.0
0003182422019091220200610,0.0
0003184722019091220200610,5.0
0003182232019091220200610,0.0
0003182452019091220200610,0.0
0003182042019091220200610,0.0
0003182252019091220200610,0.0
0003182472019091220200610,0.0
0003178812019091220200610,3.0
0003176722019091220200610,6.0
0003181342019091220200610,0.0
0003182132019091220200610,4.0
0003182372019091220200610,0.0
0003181942019091220200610,0.0
0003182152019091220200610,0.0
0003185042019091220200610,0.0
0003181972019091220200610,0.0
0003182172019091220200610,0.0
0003180162019091220200610,0.0
0003178002019091220200610,0.0
0003177272019091220200610,9.0
0003177662019091220200610,-5.0
0003181142019091220200610,0.0
0003177282019091220200610,0.0
0003177072019091220200610,0.0
0003181322019091220200610,0.0
0003176302019091220200610,0.0
0003177292019091220200610,0.0
0003181172019091220200610,0.0
0003185102019091220200610,0.0
0003180772019091220200610,0.0
0003181332019091220200610,0.0
0003184672019091220200610,0.0
0003177302019091220200610,0.0
0003177102019091220200610,0.0
0003181162019091220200610,0.0
0003176322019091220200610,0.0
0003177112019091220200610,0.0
0003177512019091220200610,0.0
0003184832019091220200610,0.0
0003181182019091220200610,0.0
0003177322019091220200610,0.0
0003176342019091220200610,0.0
0003163722019091220200610,7.0
0003163802019091220200610,4.0
0003163812019091220200610,4.0
0003163732019091220200610,8.0
0003163822019091220200610,0.0
0003144982019091220200610,0.0
0003144992019091220200610,0.0
0003172432019091220200610,0.0
0003172442019091220200610,0.0
0003145002019091220200610,0.0
0003163772019091220200610,0.0
0003163782019091220200610,0.0
0003145012019091220200610,0.0
0003163752019091220200610,0.0
0003163792019091220200610,0.0
0003163762019091220200610,0.0
0003145022019091220200610,0.0
0003163702019091220200610,0.0
0003163692019091220200610,0.0
0003145032019091220200610,0.0
0003155412019091220200610,0.0
0003154382019091220200610,0.0
0003147962019091220200610,5.0
0003148402019091220200610,0.0
0003148102019091220200610,0.0
0003148522019091220200610,0.0
0003156132019091220200610,0.0
0003148652019091220200610,0.0
0003147972019091220200610,0.0
0003148412019091220200610,0.0
0003148112019091220200610,0.0
0003148532019091220200610,0.0
0003148222019091220200610,0.0
0003148662019091220200610,0.0
0003147982019091220200610,0.0
0003148422019091220200610,0.0
0003148122019091220200610,0.0
0003148542019091220200610,0.0
0003148232019091220200610,0.0
0003148672019091220200610,0.0
0003147992019091220200610,0.0
0003148432019091220200610,0.0
0003148132019091220200610,0.0
0003148552019091220200610,0.0
0003148242019091220200610,0.0
0003148682019091220200610,0.0
0003148002019091220200610,0.0
0003148442019091220200610,0.0
0003148142019091220200610,0.0
0003148562019091220200610,0.0
0003148252019091220200610,0.0
0003148692019091220200610,0.0
0003156062019091220200610,0.0
0003156122019091220200610,0.0
0003148152019091220200610,0.0
0003148572019091220200610,0.0
0003156282019091220200610,0.0
0003156292019091220200610,0.0
0003156232019091220200610,0.0
0003156242019091220200610,0.0
0003156252019091220200610,0.0
0003148582019091220200610,0.0
