stopId,stopCode,stopName,stopDesc,stopLat,stopLon,zoneId,wheelchairBoarding,routes,distance,type,locality,street,streetNumber,town,postalCode,province,stopLevel 
988,4540VR,Bieno-Via Roma,,46.081287,11.55899,4540,0,"[{'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 522, 'agencyId': 12, 'routeShortName': 'B405', 'routeLongName': 'Borgo V.- Strigno - Castello Tesino', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Bieno-Via Roma,,Bieno,38050,TN,20
992,4550VF,Pieve Tesino-Case Itea,,46.068561,11.605522,4550,0,"[{'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 522, 'agencyId': 12, 'routeShortName': 'B405', 'routeLongName': 'Borgo V.- Strigno - Castello Tesino', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pieve Tesino,Pieve Tesino-Case Itea,,Pieve Tesino,38050,TN,20
998,4550,Pieve Tesino,,46.068073,11.609935,4550,0,"[{'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 522, 'agencyId': 12, 'routeShortName': 'B405', 'routeLongName': 'Borgo V.- Strigno - Castello Tesino', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pieve Tesino,SP78,12,Pieve Tesino,38050,TN,80
1001,4570BC,Castello T.-Via Baili,,46.06429,11.62888,4570,0,"[{'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 522, 'agencyId': 12, 'routeShortName': 'B405', 'routeLongName': 'Borgo V.- Strigno - Castello Tesino', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Castello Tesino,Castello T.-Via Baili,,Castello Tesino,38053,TN,20
1711,2147,Bezzecca-Scuole,,45.894714,10.720104,2147,0,"[{'routeId': 157, 'agencyId': 12, 'routeShortName': 'B215', 'routeLongName': 'Tione-Pieve di Bono-Storo-Baitoni-Ponte Caffaro', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 171, 'agencyId': 12, 'routeShortName': 'B214', 'routeLongName': 'Riva-Pregasina-Bezzecca-Storo-Pieve di Bono', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Bezzecca-Scuole,,Ledro,38067,TN,80
1004,4201,Pergine Via Al Lago,,46.054929,11.235858,4100,0,"[{'routeId': 186, 'agencyId': 12, 'routeShortName': 'B303', 'routeLongName': 'Trento-V.Vattaro-Centa-Carbonare-Lavarone-Luserna', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 188, 'agencyId': 12, 'routeShortName': 'B423', 'routeLongName': 'Pergine Vals.-Ischia-Tenna-Levico Terme', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 554, 'agencyId': 12, 'routeShortName': 'B464', 'routeLongName': 'Linea 4 Pergine Valsugana - Ischia', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pergine Valsugana,Pergine Via Al Lago,,Pergine Valsugana,38057,TN,60
1008,4260BF,Calceranica-Bar Floris,,46.006556,11.241153,4260,0,"[{'routeId': 186, 'agencyId': 12, 'routeShortName': 'B303', 'routeLongName': 'Trento-V.Vattaro-Centa-Carbonare-Lavarone-Luserna', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 693, 'agencyId': 12, 'routeShortName': 'R26', 'routeLongName': 'Trento-Borgo Trentino Trasporti Spa', 'routeType': 2, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 717, 'agencyId': 12, 'routeShortName': 'B450', 'routeLongName': 'Servizio sostitutivo treno-', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Calceranica al Lago,Calceranica-Bar Floris,,Calceranica al lago,38050,TN,40
1011,4270,Caldonazzo,,45.993374,11.260641,4270,0,"[{'routeId': 186, 'agencyId': 12, 'routeShortName': 'B303', 'routeLongName': 'Trento-V.Vattaro-Centa-Carbonare-Lavarone-Luserna', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Caldonazzo,Caldonazzo - Via Marconi,,Caldonazzo,38052,TN,60
1014,4300RB,Levico T.-Rist. Brenta,,46.006387,11.291849,4300,0,"[{'routeId': 188, 'agencyId': 12, 'routeShortName': 'B423', 'routeLongName': 'Pergine Vals.-Ischia-Tenna-Levico Terme', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Levico T.-Rist. Brenta,,Levico Terme,38056,TN,80
1018,4260RR,Calceranica Al Lago,,46.004026,11.243466,4260,0,"[{'routeId': 186, 'agencyId': 12, 'routeShortName': 'B303', 'routeLongName': 'Trento-V.Vattaro-Centa-Carbonare-Lavarone-Luserna', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Calceranica al Lago,Calceranica Al Lago,,Calceranica al lago,38050,TN,60
1021,4100FE,Pergine V.-Via Al Lago Civ 17,,46.053382,11.235382,4100,0,"[{'routeId': 186, 'agencyId': 12, 'routeShortName': 'B303', 'routeLongName': 'Trento-V.Vattaro-Centa-Carbonare-Lavarone-Luserna', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 188, 'agencyId': 12, 'routeShortName': 'B423', 'routeLongName': 'Pergine Vals.-Ischia-Tenna-Levico Terme', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 554, 'agencyId': 12, 'routeShortName': 'B464', 'routeLongName': 'Linea 4 Pergine Valsugana - Ischia', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 562, 'agencyId': 12, 'routeShortName': 'B465', 'routeLongName': 'Linea 5 Pergine V-Sus�\xa0-S.Vito-Canale-S.Caterina', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pergine Valsugana,Pergine V.-Via Al Lago Civ 17,,Pergine Valsugana,38057,TN,60
2157,1190PE,Tesero-Loc. Pesa,,46.305819,11.504988,1190,0,"[{'routeId': 136, 'agencyId': 12, 'routeShortName': 'B113', 'routeLongName': 'Cavalese - Daiano - Carano - Tesero - Cavalese', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Tesero-Loc. Pesa,,Tesero,38038,TN,40
1028,4100RR,Pergine V.,,46.061538,11.237586,4100,0,"[{'routeId': 177, 'agencyId': 12, 'routeShortName': 'B418', 'routeLongName': 'Pergine-Kamauz-Frassilongo-S.Felice F.-Hacleri', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 179, 'agencyId': 12, 'routeShortName': 'B417', 'routeLongName': 'Pergine -Canezza -Viarago -S.Orsola -Palù', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 186, 'agencyId': 12, 'routeShortName': 'B303', 'routeLongName': 'Trento-V.Vattaro-Centa-Carbonare-Lavarone-Luserna', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 188, 'agencyId': 12, 'routeShortName': 'B423', 'routeLongName': 'Pergine Vals.-Ischia-Tenna-Levico Terme', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 300, 'agencyId': 12, 'routeShortName': 'B115', 'routeLongName': 'Pergine - Civezzano', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 309, 'agencyId': 12, 'routeShortName': 'B425', 'routeLongName': 'Pergine Vals.-Masetti-Assizzi-Vignola-Falesina', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 494, 'agencyId': 12, 'routeShortName': 'B403', 'routeLongName': 'Trento - Pergine - Baselga di Pinè - Montesover', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 549, 'agencyId': 12, 'routeShortName': 'B461', 'routeLongName': 'Linea 1 Pergine Valsugana - Madrano - Nogarè', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 551, 'agencyId': 12, 'routeShortName': 'B462', 'routeLongName': 'Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 552, 'agencyId': 12, 'routeShortName': 'B466', 'routeLongName': 'Linea 6 Pergine Valsugana-Costasavina-Roncogno', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 554, 'agencyId': 12, 'routeShortName': 'B464', 'routeLongName': 'Linea 4 Pergine Valsugana - Ischia', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 562, 'agencyId': 12, 'routeShortName': 'B465', 'routeLongName': 'Linea 5 Pergine V-Sus�\xa0-S.Vito-Canale-S.Caterina', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 640, 'agencyId': 12, 'routeShortName': 'B468', 'routeLongName': 'Linea 8: Pergine I.-Ospedale Villa Rosa-Zivignago', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pergine Valsugana,Pergine V.,,Pergine Valsugana,38057,TN,80
1712,2148,Locca,,45.900381,10.725642,2147,0,"[{'routeId': 171, 'agencyId': 12, 'routeShortName': 'B214', 'routeLongName': 'Riva-Pregasina-Bezzecca-Storo-Pieve di Bono', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Locca,Locca,,Ledro,38067,TN,60
1037,4100RG,Pergine V.-Via Regensburger,,46.064432,11.242028,4100,0,"[{'routeId': 179, 'agencyId': 12, 'routeShortName': 'B417', 'routeLongName': 'Pergine -Canezza -Viarago -S.Orsola -Palù', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 300, 'agencyId': 12, 'routeShortName': 'B115', 'routeLongName': 'Pergine - Civezzano', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 494, 'agencyId': 12, 'routeShortName': 'B403', 'routeLongName': 'Trento - Pergine - Baselga di Pinè - Montesover', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 549, 'agencyId': 12, 'routeShortName': 'B461', 'routeLongName': 'Linea 1 Pergine Valsugana - Madrano - Nogarè', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 551, 'agencyId': 12, 'routeShortName': 'B462', 'routeLongName': 'Linea 2 Pergine-Zivignago-Canezza-Viarago-Serso', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pergine Valsugana,Pergine V.-Via Regensburger,,Pergine Valsugana,38057,TN,60
1038,4100RS,Pergine V.-V.Regensb/Bellini,,46.067887,11.23969,4100,0,"[{'routeId': 300, 'agencyId': 12, 'routeShortName': 'B115', 'routeLongName': 'Pergine - Civezzano', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 494, 'agencyId': 12, 'routeShortName': 'B403', 'routeLongName': 'Trento - Pergine - Baselga di Pinè - Montesover', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 549, 'agencyId': 12, 'routeShortName': 'B461', 'routeLongName': 'Linea 1 Pergine Valsugana - Madrano - Nogarè', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Pergine Valsugana,Pergine V.-V.Regensb/Bellini,,Pergine Valsugana,38057,TN,60
1042,4133VG,Vigalzano-Via Del Sgualdi,,46.07979,11.226832,4133,0,"[{'routeId': 494, 'agencyId': 12, 'routeShortName': 'B403', 'routeLongName': 'Trento - Pergine - Baselga di Pinè - Montesover', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 549, 'agencyId': 12, 'routeShortName': 'B461', 'routeLongName': 'Linea 1 Pergine Valsugana - Madrano - Nogarè', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Vigalzano-Via Del Sgualdi,,Pergine Valsugana,38057,TN,60
1046,4022AM,Madrano-Alb.Madrano,,46.08556,11.214964,4022,0,"[{'routeId': 549, 'agencyId': 12, 'routeShortName': 'B461', 'routeLongName': 'Linea 1 Pergine Valsugana - Madrano - Nogarè', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Madrano,Madrano-Alb.Madrano,,Pergine Valsugana,38057,TN,80
1050,5180,Impianti Tognola,,46.254704,11.800066,5180,0,"[{'routeId': 102, 'agencyId': 12, 'routeShortName': 'B501', 'routeLongName': 'S.Martino di Castrozza-Fiera di Primiero-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 123, 'agencyId': 12, 'routeShortName': 'B514', 'routeLongName': '(Borgo) Arten-Fiera di P.-S.Martino di Castrozza', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 130, 'agencyId': 12, 'routeShortName': 'B122', 'routeLongName': 'Predazzo-P.sso Rolle-Fiera di P.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Impianti Tognola,,Siror,38054,TN,60
1055,5140PM,Fiera di P. Via Roma 2,,46.177663,11.831366,5140,0,"[{'routeId': 102, 'agencyId': 12, 'routeShortName': 'B501', 'routeLongName': 'S.Martino di Castrozza-Fiera di Primiero-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 112, 'agencyId': 12, 'routeShortName': 'B503', 'routeLongName': 'Fiera di Primiero-Passo Cereda-Mis-Sagron', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 116, 'agencyId': 12, 'routeShortName': 'B506', 'routeLongName': 'Fiera di Primiero-Imer-Canal S.Bovo-Caoria', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 123, 'agencyId': 12, 'routeShortName': 'B514', 'routeLongName': '(Borgo) Arten-Fiera di P.-S.Martino di Castrozza', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 130, 'agencyId': 12, 'routeShortName': 'B122', 'routeLongName': 'Predazzo-P.sso Rolle-Fiera di P.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 311, 'agencyId': 12, 'routeShortName': 'B511', 'routeLongName': 'Siror - Fiera di Primiero - Imer - Masi Imer', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 433, 'agencyId': 12, 'routeShortName': 'B505', 'routeLongName': 'Fiera di Primiero-Imer-Totoga-Caoria', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 439, 'agencyId': 12, 'routeShortName': 'B543', 'routeLongName': 'Siror-Fiera di Primiero-Mis-Agordo', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Tonadico,Via Roma,42,Tonadico,38054,TN,60
1059,5130SA,Mezzano-Albergo Salgetti,,46.156242,11.814595,5130,0,"[{'routeId': 102, 'agencyId': 12, 'routeShortName': 'B501', 'routeLongName': 'S.Martino di Castrozza-Fiera di Primiero-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 116, 'agencyId': 12, 'routeShortName': 'B506', 'routeLongName': 'Fiera di Primiero-Imer-Canal S.Bovo-Caoria', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 123, 'agencyId': 12, 'routeShortName': 'B514', 'routeLongName': '(Borgo) Arten-Fiera di P.-S.Martino di Castrozza', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 439, 'agencyId': 12, 'routeShortName': 'B543', 'routeLongName': 'Siror-Fiera di Primiero-Mis-Agordo', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Mezzano,Mezzano-Albergo Salgetti,,Mezzano,38050,TN,60
1595,2310,Cimego,,45.911927,10.6144,2310,0,"[{'routeId': 157, 'agencyId': 12, 'routeShortName': 'B215', 'routeLongName': 'Tione-Pieve di Bono-Storo-Baitoni-Ponte Caffaro', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 164, 'agencyId': 12, 'routeShortName': 'B213', 'routeLongName': 'Pieve di Bono-Castel Condino-Por', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 171, 'agencyId': 12, 'routeShortName': 'B214', 'routeLongName': 'Riva-Pregasina-Bezzecca-Storo-Pieve di Bono', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Cimego,Cimego,,Cimego,38082,TN,60
4003,6550CV,Romeno-Civ. 38,,46.399287,11.127024,6550,0,"[{'routeId': 375, 'agencyId': 12, 'routeShortName': 'B630', 'routeLongName': 'Cles -Dermulo -Dambel -Don -Fondo -P.Mendola', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Romeno-Civ. 38,,Romeno,38010,TN,80
1079,5010,Feltre-Staz. Fs,,46.012749,11.910851,5010,0,"[{'routeId': 102, 'agencyId': 12, 'routeShortName': 'B501', 'routeLongName': 'S.Martino di Castrozza-Fiera di Primiero-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 108, 'agencyId': 12, 'routeShortName': 'B512', 'routeLongName': 'Borgo Valsugana-Arten-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 112, 'agencyId': 12, 'routeShortName': 'B503', 'routeLongName': 'Fiera di Primiero-Passo Cereda-Mis-Sagron', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 227, 'agencyId': 12, 'routeShortName': 'B507', 'routeLongName': 'Caoria-Canal S.Bovo-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 520, 'agencyId': 12, 'routeShortName': 'B401', 'routeLongName': 'Trento-Pergine V.-Levico T.-Borgo V.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Feltre,Feltre-Staz. Fs,,Feltre,32032,BL,100
1085,5111RR,Masi di Imer,,46.145367,11.786083,5111,0,"[{'routeId': 102, 'agencyId': 12, 'routeShortName': 'B501', 'routeLongName': 'S.Martino di Castrozza-Fiera di Primiero-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 112, 'agencyId': 12, 'routeShortName': 'B503', 'routeLongName': 'Fiera di Primiero-Passo Cereda-Mis-Sagron', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 116, 'agencyId': 12, 'routeShortName': 'B506', 'routeLongName': 'Fiera di Primiero-Imer-Canal S.Bovo-Caoria', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 123, 'agencyId': 12, 'routeShortName': 'B514', 'routeLongName': '(Borgo) Arten-Fiera di P.-S.Martino di Castrozza', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 311, 'agencyId': 12, 'routeShortName': 'B511', 'routeLongName': 'Siror - Fiera di Primiero - Imer - Masi Imer', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 433, 'agencyId': 12, 'routeShortName': 'B505', 'routeLongName': 'Fiera di Primiero-Imer-Totoga-Caoria', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,Imer,Masi di Imer,,Imer,38050,TN,60
1091,5180RR,Impianti Tognola,,46.254564,11.800643,5180,0,"[{'routeId': 102, 'agencyId': 12, 'routeShortName': 'B501', 'routeLongName': 'S.Martino di Castrozza-Fiera di Primiero-Feltre', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 123, 'agencyId': 12, 'routeShortName': 'B514', 'routeLongName': '(Borgo) Arten-Fiera di P.-S.Martino di Castrozza', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 130, 'agencyId': 12, 'routeShortName': 'B122', 'routeLongName': 'Predazzo-P.sso Rolle-Fiera di P.', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}, {'routeId': 433, 'agencyId': 12, 'routeShortName': 'B505', 'routeLongName': 'Fiera di Primiero-Imer-Totoga-Caoria', 'routeType': 3, 'routeColor': None, 'routeTextColor': None, 'type': 'E', 'areaId': 0, 'news': None}]",,E,,Impianti Tognola,,Siror,38054,TN,60
