,latitude,longitude,name,address
31,46.33724960000001,11.1151496,,"Via Pluode, Sfruz, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38012, Italia"
32,45.9280506,11.0705273,,"Nomi, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 39068, Italia"
33,46.0627443,11.1242907,Biblioteche dell'Istituto Storico Italo-Germanico e del Centro per le Scienze Religiose,"Biblioteche dell'Istituto Storico Italo-Germanico e del Centro per le Scienze Religiose, Corso III Novembre, Cernidor, San Giuseppe, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
34,46.217750200000005,11.0465207,,"Via Don G.Maurina, Maso Trentini, Spormaggiore, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38010, Italia"
35,46.1561601,11.731898,Biblioteca comunale,"Biblioteca comunale, SP79, Col dei Betteghe, Canal San Bovo, Comunità di Primiero, Trento, Trentino-Alto Adige/Südtirol, Italia"
36,46.1171564,11.2074635,Biblioteca,"Biblioteca, Via del Borgolét, Fornace, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38041, Italia"
37,45.884634999999996,11.008366,Biblioteca Comunale,"Biblioteca Comunale, Via Cesare Cavalieri, Isera, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
38,46.297574700000006,10.6952416,,"Il Museo della Guerra Bianca di Vermiglio, 15, Via en Fin, Vermiglio, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38020, Italia"
39,45.9409745,10.6389686,Biblioteca Comunale,"Istituto Comprensivo del Chiese Don Lorenzo Milani, Via Levido, Pieve di Bono-Prezzo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38085, Italia"
40,45.88854570000001,10.5989734,Biblioteca di Condino,"Biblioteca di Condino, Via Oreste Baratieri, Borgo Chiese, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38083, Italia"
41,45.991769399999995,11.262596499999999,,"Bar Centrale, Via Roma, Costa di Brenta, Caldonazzo, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38052, Italia"
42,46.3263779,10.875732600000001,,"Biblioteca Comunale, 12, Piazza Madonna della Pace, Dimaro Folgarida, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38025, Italia"
43,45.7566501,11.005622,Biblioteca comunale,"Biblioteca comunale, 40, Via Roma, Ala, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38061, Italia"
44,46.0710611,11.4791396,Biblioteca Telve,"Biblioteca Telve, Piazzale Depero, Nale, Batistoti, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38050, Italia"
45,46.194106500000004,11.136179199999999,Biblioteca Fondazione Edmund Mach,"Biblioteca Fondazione Edmund Mach, Via Edmund Mach, Grumino, San Michele all'Adige, Comunità Rotaliana-Königsberg, Trento, Trentino-Alto Adige/Südtirol, 38016, Italia"
46,46.34018579999999,11.0458903,,"Casa Sociale, Via Fratelli Carlo-Gioseffo Pinamonti, Ville d'Anaunia, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38023, Italia"
47,46.1672907,11.110478500000001,,"Farmacia Nave San Rocco, Via 4 Novembre, Maso del Gusto, Terre d'Adige, Comunità Rotaliana-Königsberg, Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
48,45.85168970000001,10.975084599999999,Biblioteca Comunale,"Biblioteca Comunale, Via Scuole, Mori, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38065, Italia"
49,46.069733899999996,11.1208988,Archivio Storico del Comune di Trento,"Biblioteca comunale di Trento, Passaggio Giovanni Peterlongo, Centro storico Trento, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
