,latitude,longitude,name,address
30,45.8894126,11.0446363,io e libri siamo qui,"io e libri siamo qui, 43, Via Rialto, Santa Maria, Rovereto, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
31,46.011513799999996,11.301361,La Piccola Libreria,"La Piccola Libreria, 26, Via Regia, Levico Terme, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38056, Italia"
32,45.8899949,11.0435438,Eden Librerie,"Eden Librerie, 5, Via Roma, Santa Maria, Rovereto, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
33,46.2626416,11.8027117,,"Hotel Margherita, Via Passo Rolle, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Trento, Trentino-Alto Adige/Südtirol, Italia"
34,45.8901492,11.0421358,Giunti al Punto,"Giunti al Punto, 3, Via delle Scuole, Santa Maria, Rovereto, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
35,46.053970899999996,11.4561987,Libreria Il Ponte,"Libreria Il Ponte, 76, Via Cesare Battisti, Crosetta, Cimondè, Borgo Valsugana, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38051, Italia"
36,46.0532164,11.4588228,Libreria Tecnica,"Libreria Tecnica, 12, Via Brigata Venezia, Crosetta, Cimondè, Borgo Valsugana, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38051, Italia"
37,46.0445046,11.129986800000001,Libreria dell'usato Scambi D'Autore,"Libreria dell'usato Scambi D'Autore, 77, Via Alcide Degasperi, Man Malpensada, Madonna Bianca, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
38,46.0640454,11.233578,,"master, Via Pascoli, Maso Kronst, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38057, Italia"
39,46.3027368,11.4561351,Giornali e Tabacchi Defrancesco Angela,"Giornali e Tabacchi Defrancesco Angela, Via Luigi Delvai, Varena, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
40,46.071929700000005,11.125183400000001,Sogni di Carta,"Palazzo Trautmannsdorf, Via del Suffragio, San Martino, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
41,45.919429799999996,10.886257800000001,Libreria Cartoleria Cazzaniga,"Libreria Cartoleria Cazzaniga, 107, Via Giovanni Segantini, Bolognano, Arco, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
