"consumption","name","eco_fuel","energySource","engine_type"
10.561056105610561,"Audi Audi A8 (Standard & Sport)(available until 10/02)",0,"Petrol","4.2 V8 Quattro (310 bhp)"
10.561056105610561,"Audi Audi A8 (Standard & Sport)(until 10/02)",0,"Petrol","2.8 V6 Quattro Tiptronic (194 PS)"
10.020876826722338,"Audi Audi Allroad",0,"Petrol","2.5 V6 TDI Quattro (180 bhp)"
9.896907216494846,"Audi Audi Allroad (Low & High Ration Transmission)",0,"Petrol","2.5 V6 TDI Quattro (180 bhp)"
12.749003984063746,"Audi Audi Allroad (Up to June 2005)",0,"Petrol","2.5 TDI V6 quattro (180 PS)"
12.121212121212121,"Audi Audi Cabriolet",0,"Petrol","2.4 V6 (170 PS)"
11.18881118881119,"Audi Audi Cabriolet & Convertible",0,"Petrol","2.6 V6 150bhp"
11.021814006888635,"Audi Audi RS4",0,"Petrol","2.7 V6 Quattro (380 bhp)"
13.259668508287291,"Audi Audi TT (Coupé & Roadster)",0,"Petrol","1.8 20v T Coupé 180bhp Quattro"
13.933236574746008,"Audi Audi TT (Coupé)",0,"Petrol","1.8 20v T Quattro (180 bhp)"
13.793103448275863,"Audi Audi TT (Roadster)",0,"Petrol","1.8 20v T Quattro (180 bhp)"
12.749003984063746,"Audi Cabriolet",0,"Petrol","2.0 TFSI 200ps"
12.749003984063746,"Audi Cabriolet (from NOV 06 Wk 45 >)",0,"Petrol","2.0 TFSI 200ps"
12.749003984063746,"Audi Coupé TTS",0,"Petrol","2.0 TFSI quattro 272ps"
12.749003984063746,"Audi New A3",0,"Diesel","1.6 TDI 105PS"
12.749003984063746,"Audi New A3 Sportback",0,"Petrol","1.6 TDI 105PS"
12.749003984063746,"Audi New A4 Avant",0,"Petrol","2.0 TDI 143PS Multitronic with DPF"
12.749003984063746,"Audi New A4 Saloon",0,"Petrol","2.7 V6 TDI 190ps Multitronic with DPF"
12.749003984063746,"Audi New A6 Avant",0,"Diesel","3.0 V6 TDI 245PS quattro S-Tronic"
12.749003984063746,"Audi New A6 Saloon",0,"Diesel","2.0 TDI 177PS"
12.749003984063746,"Audi Q3",0,"Diesel","2.0 TDI 140PS"
12.749003984063746,"Audi Q5",0,"Diesel","3.0 V6 TDI quattro 240PS 7speed S-Tronic"
12.749003984063746,"Audi Q7",0,"Diesel","4.2 V8 TDI 340PS quattro 8speed Tiptronic"
12.749003984063746,"Audi Q7 (from NOV 06 Wk 45 >)",0,"Petrol","3.0 V6 TDI 233ps quattro Tiptronic"
12.749003984063746,"Audi R8",0,"Petrol","4.2 V8 quattro 420ps"
12.749003984063746,"Audi R8 Coupé",0,"Petrol","5.2 V10 FSI quattro 525PS"
12.749003984063746,"Audi R8 GT",0,"Petrol","5.2 V10 quattro 560PS Coupé"
12.749003984063746,"Audi R8 Spyder",0,"Petrol","4.2 V8 FSI quattro 430PS"
