,@id,latitude,longitude,name,brand,operator,fuel:diesel,fuel:lpg,fuel:cng,address
113,960810540,46.0041565,11.2895201,Esso,Loro,Loro F.lli-S.P.A.,,,,"Esso, Via Claudia Augusta, Costa di Brenta, Caldonazzo, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38056, Italia"
114,985533541,46.0701885,11.1165231,,,Eni,,,,"ENI, Piedicastello, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
115,1056845509,45.9362388,10.639013400000001,,Agip Eni,Armani Abramo & C. S.N.C.,,,,"Agip Eni, SS237, Pieve di Bono-Prezzo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38085, Italia"
116,1097942236,46.321343299999995,10.8411518,,Agip Eni,Ravelli Silvano,yes,,,"Agip Eni, SS42, Commezzadura, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38025, Italia"
117,1121890270,46.290763899999995,11.4545815,,Agip Eni,Camelo Service di Dellasega Riccardo,,,,"Agip Eni, Via Trento, Carano, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
118,1250419842,46.0075426,11.127082000000001,Retitalia,Retitalia,Adami Armando e C. S.A.S.,,,,"Retitalia, Via Nazionale, Maso Pez, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
119,1263354834,46.304635,11.5951134,Eni,Agip Eni,Camelo Service di Dellasega Riccardo,,yes,,"Eni, Via Fiamme Gialle, Predazzo, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38037, Italia"
120,1278575057,46.1864594,11.0741941,Tamoil,Tamoil,Mottes Renzo & C. S.N.C.,,,,"Tamoil, Via Trento, Fai della Paganella, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38017, Italia"
121,1318116512,46.0384428,11.1230431,Area di Servizio Petrol-Airport,Agip Eni,"Petrol-airport S.A.S. di Degasperi Diego, Tomasi Luca & C.",,,yes,"Man Malpensada, Madonna Bianca, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, Italia"
122,1344729806,46.2278962,10.826080300000001,Agip Madonna Campiglio,Agip Eni,Polchi S.N.C. di Paolo Pollini & Mattia Chiodega,yes,,,"Agip Madonna Campiglio, Via Adamello, Pinzolo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38095, Italia"
123,1358077743,46.436724700000006,11.139903,,Esso,Zucol Pietro,,,,"Esso, Via Palade, Maso Topa, Fondo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38013, Italia"
124,1374579624,46.04802479999999,11.1376817,Agip Villazzano,Agip Eni,Zanotelli Gherardo,yes,,,"Agip Villazzano, 29, Via Asiago, Cernidor, San Bartolameo, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
125,1538159047,46.366646100000004,11.649587599999998,Agip,Agip Eni,Dezulian Alessio,,,,"Agip, SS48, Moena, Comun General de Fascia, Trento, Trentino-Alto Adige/Südtirol, 38035, Italia"
126,1590167248,46.2856645,11.038368199999999,Agip,Agip Eni,Energy di Iob Franca,,,,"Agip, Via Provinciale, Contà, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38019, Italia"
127,1688626488,46.30000220000001,11.4515294,Gruppo Nord Petroli,Gnp,Gruppo Nord Petroli S.R.L.,yes,,,"Gruppo Nord Petroli, Via San Tommaso, Malga Cùgola alta, Daiano, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
128,1688634496,46.3000612,11.4514869,Gruppo Nord Petroli,Nord Petroli,,yes,,,"Gruppo Nord Petroli, Via San Tommaso, Malga Cùgola alta, Daiano, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
129,1748976932,45.996838200000006,10.6912666,,,,,,,"L'angolo della pizza, SS237, Doss, Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38087, Italia"
130,1850151225,46.03816,10.7266475,,Esso,Scandolari Giuliano,yes,,,"Esso, Via Durone, Tione di Trento, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38979, Italia"
131,2203850300,46.0623539,11.500987599999998,,Repsol,De.Ko S.A.S. di Kovacevic Esed,,yes,,"Repsol, Via della Palanca, Castellare, Pagela, Scurelle, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38059, Italia"
132,2262103279,46.3676941,11.076705699999998,Repsol,Repsol,Inama Danilo e Paternoster Emanuela Snc,,,,"Repsol, Via Rezia, Sanzeno, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38028, Italia"
133,2364540522,46.167786,11.004382099999999,Agip,Agip Eni,Ghezzi Lorenzo,,,,"Agip, Viale Trento, Andalo, Comunità della Paganella, Trento, Trentino-Alto Adige/Südtirol, 38018, Italia"
134,2367894292,45.9473079,10.618179699999999,,Agip Eni,Pellizzari Rinaldo,,,,"Agip Eni, SP27, Daone, Valdaone, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38091, Italia"
135,2378444346,46.0306554,10.724327699999998,Autofficina Valentini,Total Erg,Autofficina Valentini S.R.L.,yes,,,"Autofficina Valentini, Via Trento, Tione di Trento, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38079, Italia"
136,2517263791,45.7573822,10.999468400000001,,,Ferrari Attilio,,,,"Ferrari Attilio, Via Nazionale del Brennero, Ala, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38061, Italia"
137,2546470576,45.9438451,10.641973199999999,IP,Api-Ip,Lolli Elvio,,,,"IP, SS237, Pieve di Bono-Prezzo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38085, Italia"
138,2611293430,46.069294899999996,11.482645,,,Burlon Altenio e Burlon Diego S.N.C.,,,,"Burlon Altenio e Burlon Diego S.N.C., Località Nale, Nale, Batistoti, Telve, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38050, Italia"
139,2889108551,45.7945715,11.107082499999999,,Q8,Zendri Mirko,,,,"Q8, SS46, Vallarsa, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, Italia"
140,3234670050,46.0686516,11.625511099999999,,,Fratelli Pasqualin S.N.C. di Pasqualin Gianluca e Clara,,,,"Fratelli Pasqualin S.N.C. di Pasqualin Gianluca e Clara, SP78, Castello Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
141,3625765816,46.4425891,11.0153238,,Repsol,Fanti Milva,yes,,,"Repsol, Strada forestale Masi Bassi, Rumo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, Italia"
142,4019853367,45.803424799999995,11.0191712,,Esso,Campion Marco e C. S.A.S.,,yes,,"Esso, Via Nazionale del Brennero, Ala, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38061, Italia"
143,4028876648,45.9143194,11.0213086,,,Galvagni Gianni,,,,"Galvagni Gianni, Strada Provinciale 20, Molini, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 39068, Italia"
144,4225337769,46.0594408,11.5217891,,Gnp,Gruppo Nord Petroli S.R.L.,,,,"Gnp, Strada del Tesino, Sièga, Località Penile, Castel Ivano, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38059, Italia"
145,4244724250,46.0751474,11.1240565,IP,Api-Ip,Ruaben Franco,,,,"IP, Via Francesco Petrarca, Piazzina, San Martino, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
146,4248407072,46.311179700000004,10.732189300000002,,Agip Eni,Mosconi Nicola,,,,"Agip Eni, SS42, Ossana, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38026, Italia"
147,4377865634,46.05121629999999,11.4453172,,Esso,Emmeerre S.A.S. di Mirko Rizzon,,,,"Esso, Via Roma, Crosetta, Visle, Borgo Valsugana, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38051, Italia"
148,4763646955,45.93330039999999,11.0961139,Automatico,Api-Ip,Adami Armando e C. S.A.S.,yes,,,"Automatico, SS350, Calliano, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, Italia"
149,5027215823,46.08562620000001,10.7213082,Q8,Q8,Pouli Anselmo,,,,"Q8, SS239, Porte di Rendena, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38088, Italia"
150,5104866539,45.9177724,11.068602199999999,,Retitalia,Brixia Finanziaria S.R.L.,yes,,,"Retitalia, SS12, Volano, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 39068, Italia"
151,5118041338,45.835745700000004,11.0104341,,,Emanuelli Franco,yes,,,"Emanuelli Franco, Via Nazionale del Brennero, Marco, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
152,5118052995,45.72945670000001,10.9498847,,,Emanuelli Giorgio,,,,"Emanuelli Giorgio, Via Nazionale del Brennero, Avio, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 3801, Italia"
153,5148917799,45.902533899999995,11.0276392,Q8,Q8,Nuova Sidap S.R.L.,yes,,yes,"Q8, ADS Nogaredo, Nogaredo, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 39068, Italia"
154,5161606212,46.3334891,11.0260362,,Api-Ip,Leonardi Giuseppe,yes,,,"Api-Ip, Strada Provinciale 73 Destra Anaunia, Ville d'Anaunia, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38023, Italia"
155,5167437902,46.311519,10.7505413,IP,Api-Ip,,yes,,,"IP, SS42, Ponte, Pellizzano, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38026, Italia"
156,5169641920,45.7351708,10.942192599999998,Total,Total Erg,Perotti Mario & C. S.N.C.,,,,"Total, Via Alcide Degasperi, Avio, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38063, Italia"
157,5169797651,46.288657799999996,11.5045567,IP,Api-Ip,Giacomuzzi Ernesto,,,,"IP, SS48, Tesero, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38038, Italia"
158,5169813749,46.4199221,11.6715412,IP,Api-Ip,Mattioli Giovanni,,,,"IP, Strada Rezia, San Giovanni di Fassa, Comun General de Fascia, Trento, Trentino-Alto Adige/Südtirol, 38039, Italia"
159,5437787911,46.0998878,10.7358581,Total,Total Erg,F.lli Bonapace Manlio e Mirko S.N.C.,,,,"Total, SS239, Calvario, Pelugo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38088, Italia"
160,5851837148,46.041216399999996,10.7268566,,Q8,Parolari Abele S.N.C. di Salvaterra Romana & C.,,,,"Q8, Via Pinzolo, Tione di Trento, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38979, Italia"
161,5851838982,46.4042012,11.018524000000001,,Tamoil,Alessandri Antonio,,,,"Tamoil, SS42, Cis, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38028, Italia"
162,5851840921,46.3379582,11.6100222,,Cristoforetti,Cristoforetti S.p.A.,,yes,,"Cristoforetti, SS48, Predazzo, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38037, Italia"
163,5851842304,46.0678896,11.6124172,,Tamoil,Mascarello Gino,,,,"Tamoil, Viale Brigata Abruzzi, Bosco Santa Maria, Canmpestrin, Pieve Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
164,5851842503,45.9393606,11.2542889,,Esso,Stenghele F.lli Snc di Stenghele Francesco Gino e C.,,,,"Esso, Via Trieste, Lavarone, Magnifica Comunità degli Altipiani Cimbri, Trento, Trentino-Alto Adige/Südtirol, 38046, Italia"
165,5851842518,46.3932211,11.0631198,,Retitalia,Gentilini Luciano,,,,"Retitalia, Via Carlo Antonio Martini, Romallo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38028, Italia"
166,5851843073,46.0114005,10.7022352,,Tamoil,Rossi Lino & C. S.A.S.,,,,"Tamoil, SS237, Doss, Sella Giudicarie, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38081, Italia"
167,5853344520,45.995520899999995,10.976421400000001,,,Stazione Carburanti Pvb S.R.L.,,,,"Stazione Carburanti Pvb S.R.L., Viale Alcide Degasperi ( SP 84 di Cavedine), Cavedine, Comunità della Valle dei Laghi, Trento, Trentino-Alto Adige/Südtirol, 38073, Italia"
168,6085985411,46.3057264,11.597124800000001,,,Shell,,,,"Shell, Via Fiamme Gialle, Predazzo, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38037, Italia"
