"lat","lon"
46.1007722,11.1027071
46.0384087,11.1100381
46.0389091,11.1105562
46.2120378,11.0915252
46.2120924,11.0919187
46.2121365,11.0916932
46.2126024,11.0972952
46.1671123,11.1057594
46.1671973,11.1056359
46.0718838,11.1237499
46.0483965,11.45939
46.0483773,11.4584009
46.0547631,11.4601564
46.4374283,11.2151244
46.2122638,11.0986212
46.2125176,11.0991704
46.2125832,11.099397
46.2129925,11.0988681
46.213372,11.0985469
46.1646994,11.1131748
46.1650382,11.1139947
46.0536721,11.4554313
46.0538883,11.4560174
46.0981317,11.2944826
46.4001635,11.6729492
46.4002059,11.6727323
46.0856113,11.2152149
46.3367803,11.1148615
46.3370545,11.1153898
46.3360305,11.1157185
46.3985629,11.6659826
46.0724882,11.1220315
46.0731165,11.1206034
46.2061915,11.1259486
46.2066831,11.1257384
46.2074161,11.1240096
46.0765708,11.1230076
46.2134257,11.0872824
46.0611523,11.1760317
46.0634591,11.1828592
45.8960218,10.8539926
45.8961433,10.8548677
45.7999768,10.5480662
46.0709912,11.1238649
46.0653134,11.1251265
45.7698365,11.1391387
46.1417496,11.1112112
46.1454294,11.1091997
46.0438401,11.1308037
45.855551,10.9679774
45.9217407,10.8708763
46.2098144,11.0940224
46.0445689,10.6879873
46.052788,11.359853
46.0528917,11.3596575
46.0797736,11.1228367
46.0799627,11.1222372
46.3255371,10.8750071
46.3179128,10.8265128
46.0685715,11.380369
46.2106995,11.1005549
46.3942237,10.8376516
46.0518382,11.3581356
46.0365225,11.3987312
46.117449,11.2054546
46.2098928,11.0907804
46.1602038,11.5287053
46.049129,11.5651486
46.004165,11.2426233
46.2560658,11.1636166
46.0902842,11.1133249
46.0903578,11.1136385
46.090494,11.1129025
46.0907368,11.1127504
46.1421498,11.1093419
46.1646208,11.1126443
46.0738655,11.1221606
46.0354319,10.7337311
46.0631728,11.1189464
46.323603,11.1733882
46.1879931,11.9045873
46.0008916,10.6914567
46.0664303,11.0757668
46.2577348,11.5138418
45.9672948,10.6687878
46.1410781,11.1077966
46.0534636,11.1295881
45.9471765,11.014655
45.9025635,11.0000963
46.0693525,11.2074785
46.0702107,11.2053443
46.0406033,11.1313264
46.2757453,11.0499325
45.9210422,10.8333217
46.0730958,11.2477463
46.0623542,11.1549015
45.8881306,10.5951702
45.8860559,10.5950666
45.8899474,10.6001672
45.8932415,10.6031895
45.88602,10.5973629
45.9121253,10.613265
45.8892813,10.5981683
45.8899768,10.5981636
45.8901084,10.5984676
45.8884492,10.5993883
45.8894735,10.6003877
45.9161369,10.6044418
46.0944783,11.1190199
46.0945173,11.1196994
45.9495545,10.6471635
46.0629723,10.9905347
46.1470562,11.1111034
46.1496025,11.1110064
46.1625494,11.1102503
46.163014,11.1108514
46.0923297,11.1176651
46.2076105,11.1285562
46.1822204,11.8406354
46.046336,10.952999
46.3126013,11.6024982
46.3124012,11.6032922
46.0643102,11.5072104
46.0480506,11.1278103
46.0502101,11.1354666
46.090655,11.1137388
46.0906729,11.1141413
46.02517,11.1114453
46.0253009,11.1109294
46.0738019,11.388182
46.0735711,11.3892281
46.0741619,11.3902699
46.3654771,11.0742158
46.3700145,11.1077299
46.0550821,11.4736773
46.0549706,11.47365
46.055084,11.4730307
46.0551238,11.4741546
46.0551735,11.4732082
46.0552215,11.4722536
46.0552546,11.4726675
46.0552675,11.47184
46.0553152,11.4722938
46.0556226,11.471764
46.0553791,11.471852
46.0559163,11.4719855
46.0560588,11.4741498
46.3940727,11.0337202
46.0732438,11.1174583
46.4157656,11.0831241
46.418383,11.0866336
46.4185731,11.088806
46.4184064,11.085986
45.8890689,10.8423307
46.0557597,11.521571
46.3660431,10.9454001
46.2044568,10.8128738
46.2353121,10.824619
46.1721945,11.0084951
46.0744116,11.5069436
46.0745467,11.5069109
46.0747037,11.5069009
46.2639889,10.9529468
46.1707576,11.8240285
46.2076784,11.8575791
46.085899,11.0656599
46.0882709,11.0657967
46.0865492,11.0638037
46.023298,10.819335
46.0235354,10.8188745
46.0235718,10.8191475
46.4831091,11.1481037
46.0177395,10.8112808
46.0152441,10.8109198
46.0056684,11.3874764
46.1543815,10.9341431
46.0369754,10.7956064
46.2631265,10.6455767
46.1502232,11.796376
46.306192,10.8633118
46.3993549,11.6100288
45.9478179,11.0291186
46.2854881,11.4390542
46.0428992,11.554545
45.9321627,10.8192936
45.9327087,10.8197822
45.9769303,10.540714
45.985264,10.5323442
45.9900286,10.5319632
46.0316979,10.5131069
46.1777343,10.7716448
45.9412689,10.6385033
46.2052828,10.7526211
45.9381485,10.6379434
45.941568,10.6404459
45.7554651,11.0038354
46.1671256,10.7622868
46.1710875,10.7461239
46.2921688,10.7668003
46.0428642,11.5501605
45.7601005,11.0070138
45.7606848,11.0074931
45.7549131,11.0008873
45.7584916,10.996516
45.7592586,10.997125
45.7540182,10.9971757
46.0157765,11.6351328
46.2190311,11.8849345
46.2191767,11.8854536
46.219739,11.8858574
46.2202757,11.8864957
45.993316,10.9719952
46.0558567,10.8836916
46.260805,10.938049
46.261682,10.9413342
46.0173292,11.0471391
46.0173532,11.0466998
46.2941608,11.4592949
46.2210611,10.7396172
46.0335924,10.7269556
46.2025387,11.1221999
46.202972,11.1235149
46.3158005,10.8009838
46.3208188,10.8372502
46.0565726,11.4649102
46.0567425,11.4643818
46.0154367,11.6253753
46.0154573,11.6256703
45.8870074,10.8445421
46.1279554,11.0618821
46.1283315,11.0597484
46.1275898,11.0610708
46.1185478,11.0544993
46.1200936,11.0549513
46.0635845,11.1230672
46.0536604,11.4619762
46.055308,11.463807
46.0401823,10.7478751
46.0424158,10.7541629
46.0425074,10.7637235
46.0345829,10.7497659
46.0060998,11.3797664
45.7580874,11.0065325
46.0526388,11.5403624
45.9164748,10.8377487
45.9358556,10.8113484
46.0885372,11.1103036
46.1185289,11.4990203
46.1192102,11.4984861
46.1192057,11.4986344
46.0608019,11.5520186
46.0616685,11.5512438
46.0608584,11.5531983
46.0153656,11.4449143
46.015483,11.4445206
46.0752545,11.4747859
46.0754459,11.4750183
46.0083984,11.4184355
46.0855853,11.1110743
46.32171,10.7730393
46.3219305,10.7736033
46.1259877,11.2495274
46.2914885,11.4625561
46.2892069,11.4593866
46.291828,11.4616354
46.0101109,10.5137618
46.0883177,11.0696573
46.033364,11.1248235
46.0095342,11.6253502
46.0667694,11.5013185
46.0669322,11.5011776
45.8471296,10.8633955
45.8461878,10.8630633
46.1528408,11.8019417
46.084208,11.5504473
46.132493,11.2821786
46.0587945,10.7514994
46.0663785,11.6024785
46.1329843,11.1289212
46.0885973,11.1187804
46.088471,11.1181221
46.0870594,11.1173658
46.0877223,11.1170008
46.3168404,10.9594444
45.9927547,10.9269545
45.9930073,10.9267451
46.0241563,10.9440677
46.0646601,11.1276042
46.1746629,11.830751
46.175069,11.8372214
46.282739,11.4402579
46.0694725,11.6232167
45.9993397,11.3989007
46.0028813,11.4207413
46.0350128,11.4512745
46.0280978,11.3747599
46.0329962,11.3916225
46.0438198,11.42303
46.1559452,11.8095849
46.2623002,11.8027292
45.8834592,10.8387043
45.8836553,10.8387365
45.7582347,11.005824
45.758517,11.0063269
46.049905,11.4060454
46.28271,11.5547427
46.2821855,11.5531013
46.2839594,11.553273
46.2824464,11.5604011
46.2838667,11.5536672
46.2823894,11.553737
46.2840595,11.5534071
46.0745345,11.1073842
45.9479677,10.9005045
46.0666158,11.4327589
46.0408389,11.4641829
46.0702582,11.4804678
46.0522384,11.4583408
46.0522779,11.4584241
46.0524911,11.458237
46.052502,11.4584644
46.0526395,11.4582718
46.0528839,11.4584204
46.0529017,11.4580774
46.0529946,11.4581379
46.0532212,11.4579472
46.0537919,11.4560036
46.3204105,11.0665123
46.3201765,11.0665062
46.0531473,11.4585763
46.0531971,11.4584611
46.0536691,11.4586154
46.0537194,11.4581883
46.0539667,11.4543646
46.0541169,11.4544649
46.0552679,11.4544101
46.0559422,11.4545592
46.0420318,11.4161335
46.0422964,11.4166173
46.0466081,11.4202548
46.0466605,11.420042
45.9400049,11.2689483
46.0624646,11.5237633
46.0628927,11.5238055
46.0677413,11.5221068
46.2864113,11.4535514
46.0407525,11.0072224
46.0456601,10.9859061
46.2472789,11.0680764
46.3986252,11.6666042
46.063022,10.7124579
46.1215759,10.7536853
46.0724321,11.4933985
45.7297835,10.9386557
45.7301595,10.9389299
45.7306926,10.9388678
45.7352925,10.9394496
45.7400455,10.9539132
45.7429528,10.9531865
45.7339096,10.9567218
46.2049377,10.731412
45.7514169,10.9983456
45.7522459,10.9994152
45.9020373,11.0272668
45.9028918,11.0269394
45.7442619,10.9752468
46.0063255,10.5121872
45.949159,10.6469501
46.0519254,11.4558264
46.0519885,11.453672
46.0520597,11.4560651
46.0522973,11.4561101
46.052616,11.4560213
46.0529426,11.4559321
46.0516654,11.4547499
46.0517468,11.453906
46.051774,11.4554621
46.0517754,11.4541818
46.051794,11.455283
46.0109349,11.1389992
46.0700038,11.1833445
46.1330735,11.1351444
46.3091295,10.7408868
46.053493,11.4594259
46.0521263,11.492938
46.0522343,11.4930243
46.0523835,11.4527671
46.0524302,11.4534694
46.0525037,11.453239
46.130379,11.1211685
45.9299282,11.2482331
46.0647203,11.5034166
46.0653454,11.5101392
46.0647492,11.5065366
46.064843,11.5063732
46.0649638,11.506279
46.065054,11.5065564
46.0653016,11.5068563
46.0495853,11.0848237
45.9179876,11.1762738
46.0538439,11.5393967
46.0701658,11.4915552
46.052324,11.4931959
46.0664028,11.5234259
46.066423,11.5232295
46.0666163,11.5233581
46.0670644,11.5232597
46.0517399,11.4976199
46.0517486,11.4978493
46.0564779,11.5346183
46.0577183,11.5309678
46.0506124,11.4575485
46.0506896,11.4579378
46.0507694,11.4583827
46.0508897,11.4591027
46.0509027,11.4570086
46.0511943,11.4587479
46.051423,11.458735
46.0473329,11.4571306
46.0474382,11.4567875
46.0469679,11.4577084
46.047037,11.4580956
46.0471004,11.4584993
46.0471464,11.4588422
46.0768239,11.5742919
46.1646651,11.3011442
46.0286112,11.1648222
46.065377,11.6304227
46.0533912,11.4549681
46.0547279,11.4603076
46.0548139,11.4602473
46.0550937,11.4626188
46.0543285,11.4602397
46.0544055,11.4600608
46.0545005,11.4603162
46.0550645,11.4624889
46.0514355,11.4557231
46.0516162,11.4561903
46.0519134,11.4568289
46.0518732,11.4565893
46.0532805,11.4628976
46.0528487,11.4623951
46.0533084,11.4627204
46.0533425,11.4625042
46.0531129,11.4640112
46.052568,11.4642056
46.0527394,11.4631234
46.0527494,11.4627989
46.0521532,11.4629707
46.0522145,11.4631195
46.0529306,11.4633652
46.0526861,11.4629525
46.0529206,11.4635255
46.0530156,11.4638519
46.0530436,11.4643951
46.0534381,11.4634261
46.0663918,11.2538879
46.0637706,11.507043
46.0633688,11.507002
46.0655089,11.5227552
46.0653551,11.5010379
46.0654339,11.5009337
46.0668138,11.5019398
46.0172735,11.2270838
46.0252531,11.2285289
46.0560406,11.5253374
46.0590678,11.5250661
46.0570913,11.4554105
46.0174915,11.2268403
46.0725211,11.4712308
46.073597,11.4706708
46.0827077,11.2307806
46.0858998,10.7284741
46.0710941,11.479504
46.0713583,11.4790815
46.0709251,11.4795432
46.0709337,11.4793792
46.0710098,11.479486
46.0710381,11.4793325
46.0714969,11.4789023
46.0701796,11.4772927
46.0701947,11.4774275
46.0702881,11.477632
46.0703245,11.477449
46.070443,11.4779469
46.0704657,11.4776161
46.0441349,11.5527555
46.0436568,11.5528775
46.0440427,11.5528583
46.0510492,11.4448475
46.0531035,11.4547468
46.0532357,11.4541514
46.0534902,11.4621773
46.053831,11.4539258
46.0528855,11.4625798
46.0594872,11.249375
46.0504502,11.409458
46.0504624,11.4097143
46.0510559,11.4101392
46.0508881,11.4096078
46.0509065,11.4102364
46.0503674,11.4095309
46.0411081,11.462338
46.1129158,11.619704
46.1132244,11.6195806
46.1138901,11.6191085
46.0726913,11.4489494
46.0729469,11.4497198
46.0728539,11.4498083
46.0714429,11.4479939
46.071832,11.4488892
46.0702867,11.4712948
46.0703863,11.4715336
46.0700228,11.4728689
46.0686241,11.4716622
46.0698952,11.4704067
46.069974,11.4719529
46.0701692,11.471814
46.0702488,11.4712818
46.0226655,10.8321878
46.0722554,11.4779351
45.7392911,11.0652441
45.7391956,11.0651609
45.7393669,11.0652897
45.7698336,11.0010145
46.0714351,11.4963273
46.071423,11.4935442
46.0717793,11.4935887
46.1905934,11.1314048
46.0548465,11.4716742
46.0549805,11.4721033
46.0560285,11.4708963
46.0527025,11.4548006
46.0511454,11.4569323
46.0511518,11.4627845
46.0513119,11.4632029
46.0514004,11.4568411
46.0511816,11.4635865
46.0548624,11.4566847
46.0565196,11.4698761
46.0672865,11.4930065
46.0669234,11.6522172
46.0669947,11.6519496
46.0559382,11.4614585
46.0561197,11.4617602
46.0561606,11.4621545
46.0689521,11.6144408
46.2871712,11.0345747
46.2871888,11.0349905
46.116594,11.5181133
46.1178674,11.516962
46.3433331,11.1232947
46.0581696,11.5232232
46.0583977,11.4547571
46.007262,11.6550148
46.0494944,11.4681286
46.0682516,11.5113771
46.0694349,11.5092771
46.0700281,11.5091182
45.9732992,10.8865817
46.1183958,11.4992135
46.1187171,11.4989027
46.1196392,11.4985705
46.0551632,11.4737043
46.0552746,11.4739475
46.0553078,11.4737685
46.0553474,11.4735549
46.0561315,11.4736997
46.052004,11.4510436
46.052017,11.4503301
46.0521268,11.4509444
46.0521399,11.450298
46.0521845,11.4498795
46.0521994,11.4499761
46.0522441,11.450939
46.1855186,11.0363024
46.0594772,11.5217255
46.0537987,11.4822005
46.0536822,11.4821705
46.0537359,11.4821838
46.0578139,11.5105344
45.8435612,10.5850877
46.2473206,11.068045
46.0317696,11.4555902
46.0523803,11.4924337
46.0525622,11.4932623
45.9973322,11.2647436
46.0804431,11.5538666
46.0803903,11.554545
46.0804962,11.5539739
46.0558531,11.5249486
46.3905725,10.7841997
46.3764999,11.6721996
46.2805932,11.6494521
46.2601697,10.9441544
46.050642,11.4070841
46.0364403,11.5234435
46.0451814,11.422696
46.0586406,11.2298572
46.0580226,11.2314826
46.0511271,11.483621
46.0685182,10.7217403
46.0720333,10.7219441
46.0497842,11.405799
46.0737613,11.4437299
46.0797875,11.4440382
46.4412704,11.1794042
45.9203929,10.893832
46.0140659,11.6237586
46.0145431,11.632194
46.0146211,11.6317552
46.1094136,11.3010382
46.1086211,11.3009445
46.0164075,11.0476138
46.2298636,10.8270388
46.0455643,11.4928911
46.4071768,10.8026666
46.0699315,11.4840558
46.0699419,11.483769
46.3168884,11.6540108
46.2339082,11.8077596
46.0512536,11.4445246
46.0514974,11.4455679
45.8737237,10.9065233
