name,address,id,bikes,slots,totalSlots,position/0,position/1
Mach,Via S.F. Biasi c/o Fond. Mach,Mach - San Michele all Adige,0,11,12,46.1914402574372,11.134761607687324
Municipio,Via San Francesco Biasi 1,Municipio - San Michele all Adige,2,8,11,46.19211611459747,11.132833099405616
