@id,@lat,@lon
937682995,46.2006200,11.2793836
938251797,46.2133799,11.0931804
938264378,46.1664967,11.1103536
938264395,46.1663904,11.1102270
938264437,46.1669777,11.1109378
938264469,46.1664183,11.1096221
938735122,46.0711105,11.1186686
938735127,46.0712863,11.1189680
938735131,46.0724418,11.1197144
939112324,46.1750513,11.2228752
939113094,46.1750028,11.2206798
945028999,46.2407232,11.8181449
945133251,46.3655522,11.0335151
945133291,46.3656312,11.0332977
945133325,46.3658052,11.0334923
945147804,46.3646517,11.0346424
945430399,46.3645496,11.0334048
945438815,46.3635268,11.0358175
945438825,46.3629062,11.0358898
945470847,46.3642393,11.0359466
945470873,46.3643977,11.0359402
945932284,46.3638005,11.0317902
945932347,46.3643912,11.0332569
945988776,46.3629817,11.0310931
946552989,46.2442319,11.0581282
946553270,46.2438200,11.0587772
946553517,46.2437207,11.0589524
948352031,46.2628345,11.0596582
950753941,46.2415591,11.0613625
955936278,46.0935769,11.1206537
965112095,45.9168716,11.0666405
966225788,46.0717270,11.1190917
986317993,45.9763316,10.9390568
986934940,45.9381850,10.9694344
989049415,45.9900635,10.9258718
991704143,46.0669180,11.1261254
998661822,46.0720856,11.1245143
1002865428,46.0626388,11.1220375
1002865491,46.0632596,11.1215002
1012517987,46.1784952,11.2261761
1014941647,46.0688074,11.1205915
1096349376,46.3023242,10.8100127
1096349417,46.3021624,10.8126675
1098048308,46.0657296,11.1245326
1098424065,46.3146250,10.8154892
1098424117,46.3136747,10.8085439
1098424378,46.3481956,10.9090705
1098424397,46.3157983,10.8014506
1098424426,46.3197006,10.8744817
1098424606,46.3156057,10.7973426
1100567235,46.3525892,10.9132543
1100567883,46.3527100,10.9135282
1101757952,46.1069712,11.3033504
1101757961,46.1054756,11.2996258
1103110835,46.2573708,11.0349766
1103173898,46.0784953,11.2776634
1103173930,46.0787005,11.2776358
1109589966,46.0707145,11.1217479
1123437921,46.1938060,11.1280652
1123437972,46.1938438,11.1280304
1126513833,46.1857897,11.0214059
1127040280,46.1682269,11.0053807
1129549149,46.1571717,10.9792975
1132231574,46.2368248,11.0527462
1139790500,46.3519844,11.0622336
1139790534,46.3410282,11.0536647
1139790911,46.3517414,11.0622289
1141111402,46.1413208,11.0861738
1141111712,46.1412323,11.0880069
1141111787,46.1425763,11.0864819
1141112229,46.1411347,11.0873974
1141112463,46.1422125,11.0862111
1143822201,46.1902010,11.1340918
1147996511,46.2148356,11.0970977
1147996569,46.2154799,11.0970043
1147996608,46.2156013,11.0969280
1147996694,46.2149011,11.0968724
1154558070,46.1668323,11.1132208
1154558168,46.1666639,11.1128159
1161345722,46.0692684,11.1222994
1161691785,46.2157540,11.1214901
1167972132,46.0498020,10.7712542
1167972140,46.0507298,10.7748732
1168181952,46.0533511,10.7772660
1168256637,46.0580597,10.7936611
1168688869,46.2167732,11.0934059
1168799153,46.2163525,11.0959127
1169655838,46.0414009,10.7308694
1169695847,46.0446800,10.7523061
1194376375,46.3025214,11.7349864
1211136339,46.0661430,11.1185679
1212500262,46.3842893,11.7959958
1215057388,46.2652608,11.0860668
1215108025,46.2725440,11.0910127
1215108038,46.2740402,11.0905790
1217561669,46.2468648,11.0679162
1223528944,46.3844817,11.7970955
1226777934,46.2134272,11.0887568
1226778039,46.2163095,11.0876329
1226778255,46.2165666,11.0873249
1255463738,46.2836850,11.4368818
1259454230,46.2143309,11.0898368
1261310803,46.2344159,11.0442774
1261310871,46.2343968,11.0448394
1261311008,46.2346687,11.0449946
1268937282,46.2113468,11.0933042
1269337777,45.8870487,10.8789923
1271454360,46.0867857,11.1201705
1271454380,46.0920309,11.1188227
1275651857,46.0861992,11.1212249
1276868843,46.0870528,11.1208621
1276868849,46.0891582,11.1219139
1276868890,46.0879381,11.1214703
1276868943,46.0885510,11.1210716
1276876580,46.0588971,11.1248018
1276876585,46.0596779,11.1239993
1281616969,46.1079200,11.1046065
1291659001,46.1378536,11.1075501
1291659163,46.1379017,11.1079258
1293495301,46.3082476,11.0749941
1294678187,46.2675178,11.0571015
1296594477,46.0830206,11.1214312
1296594790,46.0845297,11.1227423
1299372472,46.0716406,11.1193351
1305047482,45.8399119,11.1110790
1305785157,46.2663456,11.0854051
1305785168,46.2656599,11.0891859
1305785303,46.2387497,11.0612153
1305785458,46.2662358,11.0853107
1305986869,46.2139026,11.0929247
1307180044,46.0737560,11.1319398
1308053894,46.0915403,11.1163738
1308053928,46.0718578,11.1212879
1308053960,46.0916007,11.1166081
1311008995,46.0577875,11.1331063
1311009175,46.0579892,11.1330374
1314419082,46.0029907,11.2825231
1314973801,46.0655384,11.5242016
1322259833,46.1851393,11.0356266
1322854593,46.2655853,11.0858860
1323270360,46.0444062,10.9427896
1325257591,46.1641486,11.1115127
1326215425,46.2399712,11.0615878
1331468283,46.0656955,11.1239165
1335838638,46.1412612,11.1073679
1335838665,46.1412786,11.1069115
1335838705,46.1413706,11.1066582
1346770186,46.0458343,11.0654012
1351405850,46.1657754,11.1087400
1351405854,46.1647333,11.1075837
1351405858,46.1655444,11.1066163
1351405861,46.1664895,11.1093521
1351405871,46.1652330,11.1064097
1351405875,46.1656387,11.1074654
1351405885,46.1654379,11.1066747
1351405887,46.1649740,11.1068202
1351405889,46.1657850,11.1073151
1351405893,46.1664561,11.1098380
1352584852,46.5006243,11.7913238
1352951683,45.8768008,10.8691371
1357186154,46.0510456,10.8538677
1357186157,46.0511550,10.8518914
1357186469,46.0529161,10.8533211
1357186866,46.0546425,10.8480314
1362583351,46.1841137,11.0261674
1362647144,46.1837613,11.0285198
1362647160,46.1842922,11.0292020
1362647181,46.1850905,11.0213814
1362647209,46.1858421,11.0325264
1362647219,46.1859972,11.0400719
1362734598,46.1813470,11.0208921
1362734599,46.1813778,11.0204651
1362734621,46.1828551,11.0199874
1362787265,46.2107439,11.0908126
1362787268,46.2107873,11.0909864
1362787315,46.2119183,11.0897946
1363980588,46.0709622,11.0599124
1364971585,46.0318684,11.0455650
1364971588,46.0328916,11.0472380
1364971658,46.0409440,11.0584899
1364971690,46.0427116,11.0618106
1364971722,46.0465710,11.0638287
1364971748,46.0479822,11.0654799
1364971788,46.0493026,11.0677381
1369533469,46.0679926,11.1264464
1371177059,46.0497042,11.0737672
1371177728,46.0686552,11.0771793
1371177746,46.0688192,11.0565476
1371177768,46.0699071,11.0772607
1373233261,46.4183023,10.9878151
1374604266,46.0514486,11.1241647
1374813267,45.8873087,11.0626773
1381050178,46.2141678,11.0491113
1381050204,46.2144583,11.0487927
1381051004,46.2183356,11.0481354
1381612193,46.1760234,11.0691614
1381612306,46.1777898,11.0712538
1381659954,45.9170951,11.0605232
1381659976,45.9171175,11.0610167
1381701780,45.9114241,11.0838476
1381888657,45.9155550,11.0606170
1381888659,45.9159875,11.0602099
1385239990,45.8959707,10.8809211
1390204589,46.0593810,11.1184933
1393603432,46.4826168,11.1484818
1395948916,45.9177238,11.0662279
1397358796,45.9101954,10.6124143
1397359015,45.9127492,10.6145458
1400293715,46.1932819,11.2603058
1400953945,45.9129630,10.6125729
1402449451,46.1407550,11.1092907
1413379881,46.3008920,10.8081766
1416625316,46.0384716,11.0588626
1416627065,46.0481025,11.0636316
1417482768,46.2094712,11.0947193
1417482793,46.2097683,11.0946730
1417482808,46.2099204,11.0942405
1417483020,46.2124262,11.0915719
1417483134,46.2159283,11.0878941
1421340205,45.9555797,10.6511906
1421340213,45.9561350,10.6513573
1424531664,45.9995462,10.6954666
1428415039,46.3385048,11.7998840
1429418532,46.2133994,11.0899852
1432766656,46.2175690,11.8777187
1433821912,46.0596667,11.2482097
1444960198,45.9118633,10.6034460
1444960210,45.9142372,10.6033823
1449166988,46.3203788,11.0659084
1449167019,46.3205424,11.0657942
1449167050,46.3206598,11.0665743
1449167356,46.3224959,11.0671217
1454246856,46.1023161,11.1167443
1454246862,46.1025354,11.1161585
1474470404,46.2372442,11.0529022
1474470441,46.2374187,11.0530920
1475363191,46.2198075,11.0489843
1482525375,46.2649822,11.0862937
1487741235,46.2481744,11.0688071
1488965585,46.1674596,11.1101877
1489680728,46.0893362,11.0631404
1523289839,46.1422660,10.9617966
1523289857,46.1426010,10.9627889
1524975840,46.1413274,10.9645691
1524976353,46.1444716,10.9652236
1525040908,46.1438185,10.9664826
1525370809,46.1412411,10.9655519
1525370838,46.1412906,10.9638178
1525370958,46.1424209,10.9640370
1525442395,46.1430872,10.9656906
1525442417,46.1432662,10.9664416
1525442420,46.1432804,10.9666432
1525481522,46.2182365,11.0474188
1528758424,45.9338254,11.2294791
1542066753,46.3658789,11.6486608
1544690550,46.2585294,11.0854795
1551200380,46.2079261,11.0960838
1557562372,46.3802435,11.1047757
1558778507,46.0686936,11.1171138
1559260469,46.3458526,11.0595210
1559260519,46.3463058,11.0589606
1559352986,46.3370130,11.0617293
1559353095,46.3378990,11.0635302
1559353394,46.3387587,11.0635717
1559378238,46.3210439,11.0655823
1559378248,46.3210729,11.0652115
1560611821,46.2600294,11.0475439
1562267796,46.2743078,11.0510823
1563599792,46.2648627,11.0865059
1566343804,46.3922976,11.1369804
1580347698,46.0891949,11.1203262
1580347715,46.0893497,11.1206378
1580347774,46.0897504,11.1208452
1581602616,46.0994742,11.1183410
1583907807,46.0624962,11.1254555
1583908282,46.0800654,11.1303938
1583908661,46.0812070,11.1292391
1584063981,46.3940622,11.6664969
1584063984,46.3955827,11.6657616
1584063989,46.3966433,11.6695896
1590167263,46.2851720,11.0382275
1590167270,46.2993348,11.0310756
1593211146,46.1646711,11.1123568
1605286936,46.0645326,11.1199100
1605287034,46.0653940,11.1196815
1605604386,46.1260956,11.1931678
1605643466,46.1305942,11.2038642
1607399782,46.1006172,11.1016029
1607399832,46.1007722,11.1027071
1609032581,46.0384087,11.1100381
1609032777,46.0389091,11.1105562
1614921200,46.2120378,11.0915252
1614921213,46.2120924,11.0919187
1614921228,46.2121365,11.0916932
1614962831,46.2126024,11.0972952
1616079441,46.1671123,11.1057594
1616079466,46.1671973,11.1056359
1618076274,46.0718838,11.1237499
1620985371,46.0483965,11.4593900
1620985373,46.0483773,11.4584009
1620986281,46.0547631,11.4601564
1641022686,46.4374283,11.2151244
1645012669,46.2122638,11.0986212
1645012701,46.2125176,11.0991704
1645012717,46.2125832,11.0993970
1645012747,46.2129925,11.0988681
1645012772,46.2133720,11.0985469
1650895132,46.1646994,11.1131748
1650895150,46.1650382,11.1139947
1653051185,46.0536721,11.4554313
1653051203,46.0538883,11.4560174
1655677856,46.0981317,11.2944826
1660548554,46.4001635,11.6729492
1660548593,46.4002059,11.6727323
1660841930,46.0856113,11.2152149
1660847441,46.3367803,11.1148615
1660847446,46.3370545,11.1153898
1660896516,46.3360305,11.1157185
1662566460,46.3985629,11.6659826
1667548247,46.0724882,11.1220315
1667555118,46.0731165,11.1206034
1671796643,46.2061915,11.1259486
1671796722,46.2066831,11.1257384
1671796748,46.2074161,11.1240096
1707679683,46.0765708,11.1230076
1721725148,46.2134257,11.0872824
1725588312,46.0611523,11.1760317
1725588318,46.0634591,11.1828592
1725856830,45.8960218,10.8539926
1725856834,45.8961433,10.8548677
1737248558,45.7999768,10.5480662
1740376156,46.0709912,11.1238649
1741542909,46.0653134,11.1251265
1742807477,45.7698365,11.1391387
1749649121,46.1417496,11.1112112
1749649154,46.1454294,11.1091997
1755263798,46.0438401,11.1308037
1760214946,45.8555510,10.9679774
1760241069,45.9217407,10.8708763
1763237048,46.2098144,11.0940224
1768500641,46.0445689,10.6879873
1781911451,46.0527880,11.3598530
1781911457,46.0528917,11.3596575
1784871131,46.0797736,11.1228367
1784871132,46.0799627,11.1222372
1794846573,46.3255371,10.8750071
1794964820,46.3179128,10.8265128
1801202061,46.0685715,11.3803690
1801538180,46.2106995,11.1005549
1805154542,46.3942237,10.8376516
1806369474,46.0518382,11.3581356
1809293963,46.0365225,11.3987312
1809408757,46.1174490,11.2054546
1809884195,46.2098928,11.0907804
1821364661,46.1602038,11.5287053
1821604685,46.0491290,11.5651486
1824386637,46.0041650,11.2426233
1825493240,46.2560658,11.1636166
1827991024,46.0902842,11.1133249
1827991026,46.0903578,11.1136385
1827991028,46.0904940,11.1129025
1827991030,46.0907368,11.1127504
1837762249,46.1421498,11.1093419
1846782771,46.1646208,11.1126443
1848898567,46.0738655,11.1221606
1848934477,46.0354319,10.7337311
1857710267,46.0631728,11.1189464
1860758223,46.3236030,11.1733882
1860767084,46.1879931,11.9045873
1868799961,46.0008916,10.6914567
1874998415,46.0664303,11.0757668
1885206961,46.2577348,11.5138418
1902739162,45.9672948,10.6687878
1933498781,46.1410781,11.1077966
1934061250,46.0534636,11.1295881
1950422437,45.9471765,11.0146550
1950427062,45.9025635,11.0000963
1977210634,46.0693525,11.2074785
1977210828,46.0702107,11.2053443
1985073011,46.0406033,11.1313264
1987683792,46.2757453,11.0499325
1997439972,45.9210422,10.8333217
1998891590,46.0730958,11.2477463
1999373823,46.0623542,11.1549015
2016971455,45.8881306,10.5951702
2016981943,45.8860559,10.5950666
2017212158,45.8899474,10.6001672
2017212482,45.8932415,10.6031895
2017842827,45.8860200,10.5973629
2017870938,45.9121253,10.6132650
2018373130,45.8892813,10.5981683
2018373146,45.8899768,10.5981636
2018373147,45.8901084,10.5984676
2018656055,45.8884492,10.5993883
2018656058,45.8894735,10.6003877
2028389254,45.9161369,10.6044418
2060457732,46.0944783,11.1190199
2060457735,46.0945173,11.1196994
2069729617,45.9495545,10.6471635
2070850216,46.0629723,10.9905347
2079120874,46.1470562,11.1111034
2079120918,46.1496025,11.1110064
2079121744,46.1625494,11.1102503
2079121763,46.1630140,11.1108514
2096805946,46.0923297,11.1176651
2118351153,46.2076105,11.1285562
2175692578,46.1822204,11.8406354
2202380463,46.0463360,10.9529990
2205624368,46.3126013,11.6024982
2205624372,46.3124012,11.6032922
2211982676,46.0643102,11.5072104
2235776606,46.0480506,11.1278103
2238537144,46.0502101,11.1354666
2239834907,46.0906550,11.1137388
2239834910,46.0906729,11.1141413
2245129113,46.0251700,11.1114453
2245129114,46.0253009,11.1109294
2260080689,46.0738019,11.3881820
2260080690,46.0735711,11.3892281
2260080691,46.0741619,11.3902699
2262104895,46.3654771,11.0742158
2262105415,46.3700145,11.1077299
2273746292,46.0550821,11.4736773
2273746296,46.0549706,11.4736500
2273746302,46.0550840,11.4730307
2273746307,46.0551238,11.4741546
2273746317,46.0551735,11.4732082
2273746326,46.0552215,11.4722536
2273746331,46.0552546,11.4726675
2273746335,46.0552675,11.4718400
2273746346,46.0553152,11.4722938
2273746350,46.0556226,11.4717640
2273746354,46.0553791,11.4718520
2273746387,46.0559163,11.4719855
2273746414,46.0560588,11.4741498
2273800913,46.3940727,11.0337202
2275120557,46.0732438,11.1174583
2285081788,46.4157656,11.0831241
2285081899,46.4183830,11.0866336
2285081917,46.4185731,11.0888060
2285120815,46.4184064,11.0859860
2298692290,45.8890689,10.8423307
2317476072,46.0557597,11.5215710
2362416936,46.3660431,10.9454001
2364271167,46.2044568,10.8128738
2364271171,46.2353121,10.8246190
2364540935,46.1721945,11.0084951
2379112597,46.0744116,11.5069436
2379112607,46.0745467,11.5069109
2379112620,46.0747037,11.5069009
2387189115,46.2639889,10.9529468
2388993288,46.1707576,11.8240285
2389289084,46.2076784,11.8575791
2390850736,46.0858990,11.0656599
2390854076,46.0882709,11.0657967
2390855639,46.0865492,11.0638037
2395088734,46.0232980,10.8193350
2395088735,46.0235354,10.8188745
2395088736,46.0235718,10.8191475
2398242915,46.4831091,11.1481037
2399187116,46.0177395,10.8112808
2400507214,46.0152441,10.8109198
2400964094,46.0056684,11.3874764
2407058115,46.1543815,10.9341431
2413677824,46.0369754,10.7956064
2417377194,46.2631265,10.6455767
2428697254,46.1502232,11.7963760
2431204318,46.3061920,10.8633118
2435627814,46.3993549,11.6100288
2436763639,45.9478179,11.0291186
2483169115,46.2854881,11.4390542
2483724080,46.0428992,11.5545450
2487115297,45.9321627,10.8192936
2487115303,45.9327087,10.8197822
2487948673,45.9769303,10.5407140
2487948924,45.9852640,10.5323442
2487951431,45.9900286,10.5319632
2488175899,46.0316979,10.5131069
2488843147,46.1777343,10.7716448
2495183249,45.9412689,10.6385033
2500120367,46.2052828,10.7526211
2501515181,45.9381485,10.6379434
2506083975,45.9415680,10.6404459
2508027952,45.7554651,11.0038354
2510196067,46.1671256,10.7622868
2510197462,46.1710875,10.7461239
2510206809,46.2921688,10.7668003
2513379043,46.0428642,11.5501605
2518516173,45.7601005,11.0070138
2518516176,45.7606848,11.0074931
2518516184,45.7549131,11.0008873
2518516188,45.7584916,10.9965160
2518516190,45.7592586,10.9971250
2518516208,45.7540182,10.9971757
2534761424,46.0157765,11.6351328
2535780583,46.2190311,11.8849345
2535780584,46.2191767,11.8854536
2535780592,46.2197390,11.8858574
2535780609,46.2202757,11.8864957
2539436847,45.9933160,10.9719952
2557039211,46.0558567,10.8836916
2559993939,46.2608050,10.9380490
2559993940,46.2616820,10.9413342
2581639835,46.0173292,11.0471391
2581639836,46.0173532,11.0466998
2595380809,46.2941608,11.4592949
2606213336,46.2210611,10.7396172
2628202055,46.0335924,10.7269556
2665778994,46.2025387,11.1221999
2665779082,46.2029720,11.1235149
2692798323,46.3158005,10.8009838
2692798677,46.3208188,10.8372502
2718919531,46.0565726,11.4649102
2718919614,46.0567425,11.4643818
2729901438,46.0154367,11.6253753
2729901446,46.0154573,11.6256703
2735901067,45.8870074,10.8445421
2741634979,46.1279554,11.0618821
2741637371,46.1283315,11.0597484
2741637372,46.1275898,11.0610708
2741639814,46.1185478,11.0544993
2742588178,46.1200936,11.0549513
2782160558,46.0635845,11.1230672
2795352672,46.0536604,11.4619762
2795352873,46.0553080,11.4638070
2805965909,46.0401823,10.7478751
2805965963,46.0424158,10.7541629
2805965969,46.0425074,10.7637235
2805971663,46.0345829,10.7497659
2836282765,46.0060998,11.3797664
2866864833,45.7580874,11.0065325
2879535393,46.0526388,11.5403624
2894201252,45.9164748,10.8377487
2894201678,45.9358556,10.8113484
2894406793,46.0885372,11.1103036
2895125304,46.1185289,11.4990203
2895125311,46.1192102,11.4984861
2895125312,46.1192057,11.4986344
2905502439,46.0608019,11.5520186
2905502869,46.0616685,11.5512438
2905503047,46.0608584,11.5531983
2906288785,46.0153656,11.4449143
2906289321,46.0154830,11.4445206
2927650743,46.0752545,11.4747859
2927650752,46.0754459,11.4750183
2938946451,46.0083984,11.4184355
2960191965,46.0855853,11.1110743
2960332186,46.3217100,10.7730393
2960332275,46.3219305,10.7736033
2968095589,46.1259877,11.2495274
2968147034,46.2914885,11.4625561
2968147067,46.2892069,11.4593866
2968147349,46.2918280,11.4616354
2989519691,46.0101109,10.5137618
2990436209,46.0883177,11.0696573
2991533735,46.0333640,11.1248235
3022647250,46.0095342,11.6253502
3039881728,46.0667694,11.5013185
3039881731,46.0669322,11.5011776
3055396502,45.8471296,10.8633955
3055399562,45.8461878,10.8630633
3075301486,46.1528408,11.8019417
3079076083,46.0842080,11.5504473
3108065827,46.1324930,11.2821786
3125301870,46.0587945,10.7514994
3126660783,46.0663785,11.6024785
